,category,recipe-name,recipe-url,prep-time,cook-time,total-time,servings,calories,fat-g,carbs-g,protein-g,cholesterol-mg,sodium-mg,ingredients,num_steps
0,Apple Recipes,Apple Flavored Pot Roast,https://www.allrecipes.com/recipe/98056/apple-flavored-pot-roast/,15 m,4 h,4 h 15 m,Original recipe yields 6 servings,792  cals,46.2 ,51.1,41.8 ,164 ,611 ,"1 (3 pound) boneless beef chuck roast;1 (12 fluid ounce) can frozen apple juice concentrate, thawed;1 dash soy sauce;3 cloves garlic, chopped;1 (1 ounce) envelope dry onion soup mix;3 baking potatoes, peeled and diced;2 carrots, peeled and sliced",3
1,Apple Recipes,Apple Squares,https://www.allrecipes.com/recipe/15067/apple-squares/,25 m,30 m,55 m,Original recipe yields 16 servings (1 9x9-inch pan),143  cals,5.7 ,22.1,1.8 ,19 ,94 ,"1 cup sifted all-purpose flour;1 teaspoon baking powder;1/4 teaspoon salt;1/4 teaspoon ground cinnamon;1/4 cup butter or margarine, melted;1/2 cup packed brown sugar;1/2 cup white sugar;1 egg;1 teaspoon vanilla extract;1/2 cup chopped apple;1/2 cup finely chopped walnuts;2 tablespoons white sugar;2 teaspoons ground cinnamon",3
2,Apple Recipes,Mini Apple Pies ,https://www.allrecipes.com/recipe/219617/mini-apple-pies/,20 m,30 m,1 h 20 m,Original recipe yields 4 servings (4 mini pies),614  cals,29.9 ,83.1,5.9 ,0 ,469 ,2 pastries for 9-inch single crust pies;3 cups diced Granny Smith apple;2 tablespoons instant tapioca;1/2 cup white sugar;lemon juice;1/8 teaspoon ground nutmeg;1/4 teaspoon ground cinnamon,4
3,Apple Recipes,Caramel Apple Pork Chops,https://www.allrecipes.com/recipe/14692/caramel-apple-pork-chops/,20 m,25 m,45 m,Original recipe yields 4 servings,262  cals,16 ,17.1,13.8 ,48 ,27 ,"4 (3/4 inch) thick pork chops;1 teaspoon vegetable oil;2 tablespoons brown sugar;salt and pepper to taste;1/8 teaspoon ground cinnamon;1/8 teaspoon ground nutmeg;2 tablespoons unsalted butter;2 tart apples - peeled, cored and sliced;3 tablespoons pecans (optional)",4
4,Apple Recipes,Apple Stuffed Chicken Breast,https://www.allrecipes.com/recipe/8546/apple-stuffed-chicken-breast/,,,,,,,,,,,,0
5,Apple Recipes,Fruity Curry Chicken Salad,https://www.allrecipes.com/recipe/8932/fruity-curry-chicken-salad/,,,,,,,,,,,,0
6,Apple Recipes,Old Fashioned Apple Dumplings,https://www.allrecipes.com/recipe/46232/old-fashioned-apple-dumplings/,30 m,1 h,1 h 30 m,Original recipe yields 6 servings,899  cals,35.4 ,147.8,4.5 ,41 ,434 ,"1 recipe pastry for double-crust pie;6 large Granny Smith apples, peeled and cored;1/2 cup butter;3/4 cup brown sugar;1 teaspoon ground cinnamon;1/2 teaspoon ground nutmeg;3 cups water;2 cups white sugar;1 teaspoon vanilla extract",5
7,Apple Recipes,Sarah's Applesauce,https://www.allrecipes.com/recipe/51301/sarahs-applesauce/,10 m,20 m,30 m,Original recipe yields 4 servings,121  cals,0.2 ,31.8,0.4 ,0 ,3 ,"4 apples - peeled, cored and chopped;3/4 cup water;1/4 cup white sugar;1/2 teaspoon ground cinnamon",1
8,Apple Recipes,Sauteed Apples,https://www.allrecipes.com/recipe/21672/sauteed-apples/,5 m,15 m,20 m,Original recipe yields 8 servings (4 cups),143  cals,5.9 ,24.3,0.4 ,15 ,45 ,"1/4 cup butter;4 large tart apples - peeled, cored and sliced 1/4 inch thick;2 teaspoons cornstarch;1/2 cup cold water;1/2 cup brown sugar;1/2 teaspoon ground cinnamon",2
9,Apple Recipes,Apple Pie by Grandma Ople,https://www.allrecipes.com/recipe/12682/apple-pie-by-grandma-ople/,30 m,1 h,1 h 30 m,Original recipe yields 8 servings (1 - 9 inch pie),512  cals,26.7 ,67.8,3.6 ,31 ,241 ,"1 recipe pastry for a 9 inch double crust pie;1/2 cup unsalted butter;3 tablespoons all-purpose flour;1/4 cup water;1/2 cup white sugar;1/2 cup packed brown sugar;8 Granny Smith apples - peeled, cored and sliced",3
10,Apple Recipes,Apple Crisp II,https://www.allrecipes.com/recipe/12409/apple-crisp-ii/,30 m,45 m,1 h 20 m,Original recipe yields 12 servings (1 9x13-inch pan),316  cals,8.4 ,60.5,2.4 ,20 ,98 ,"10 cups all-purpose apples, peeled, cored and sliced;1 cup white sugar;1 tablespoon all-purpose flour;1 teaspoon ground cinnamon;1/2 cup water;1 cup quick-cooking oats;1 cup all-purpose flour;1 cup packed brown sugar;1/4 teaspoon baking powder;1/4 teaspoon baking soda;1/2 cup butter, melted",4
11,Apple Recipes,Country Apple Dumplings,https://www.allrecipes.com/recipe/102133/country-apple-dumplings/,20 m,45 m,1 h 5 m,Original recipe yields 16 servings (16 dumplings),333  cals,19 ,38.5,2.7 ,31 ,360 ,"2 large Granny Smith apples, peeled and cored;2 (10 ounce) cans refrigerated crescent roll dough;1 cup butter;1 1/2 cups white sugar;1 teaspoon ground cinnamon;1 (12 fluid ounce) can or bottle Mountain Dew ™",4
12,Apple Recipes,"Awesome Sausage, Apple and Cranberry Stuffing",https://www.allrecipes.com/recipe/13651/awesome-sausage-apple-and-cranberry-stuffing/,15 m,25 m,1 h 40 m,Original recipe yields 10 servings,235  cals,11.6 ,21.7,12.5 ,80 ,548 ,"1 1/2 cups cubed whole wheat bread;3 3/4 cups cubed white bread;1 pound ground turkey sausage;1 cup chopped onion;3/4 cup chopped celery;2 1/2 teaspoons dried sage;1 1/2 teaspoons dried rosemary;1/2 teaspoon dried thyme;1 Golden Delicious apple, cored and chopped;3/4 cup dried cranberries;1/3 cup minced fresh parsley;1 cooked turkey liver, finely chopped;3/4 cup turkey stock;4 tablespoons unsalted butter, melted",3
13,Apple Recipes,Apple Strudel Muffins,https://www.allrecipes.com/recipe/33157/apple-strudel-muffins/,20 m,20 m,1 h,Original recipe yields 12 servings (12 muffins),264  cals,9.7 ,41.4,3.4 ,54 ,255 ,2 cups all-purpose flour;1 teaspoon baking powder;1/2 teaspoon baking soda;1/2 teaspoon salt;1/2 cup butter;1 cup white sugar;2 eggs;1 1/4 teaspoons vanilla;1 1/2 cups chopped apples;1/3 cup packed brown sugar;1 tablespoon all-purpose flour;1/8 teaspoon ground cinnamon;1 tablespoon butter,5
14,Apple Recipes,Mulligatawny Soup I,https://www.allrecipes.com/recipe/13087/mulligatawny-soup-i/,,,,,,,,,,,,0
15,Apple Recipes,German Apple Cake I,https://www.allrecipes.com/recipe/7915/german-apple-cake-i/,,,,Original recipe yields 24 servings (1 -9x13 inch cake),201  cals,9.7 ,27.7,1.7 ,16 ,107 ,"2 eggs;1 cup vegetable oil;2 cups white sugar;2 teaspoons ground cinnamon;1/2 teaspoon salt;1 teaspoon vanilla extract;2 cups all-purpose flour;1 teaspoon baking soda;4 cups apples - peeled, cored and diced",4
16,Apple Recipes,Winter Fruit Salad with Lemon Poppyseed Dressing,https://www.allrecipes.com/recipe/13482/winter-fruit-salad-with-lemon-poppyseed-dressing/,25 m,25 m,,Original recipe yields 12 servings,277  cals,20.6 ,21,4.9 ,9 ,201 ,"1/2 cup white sugar;1/2 cup lemon juice;2 teaspoons diced onion;1 teaspoon Dijon-style prepared mustard;1/2 teaspoon salt;2/3 cup vegetable oil;1 tablespoon poppy seeds;1 head romaine lettuce, torn into bite-size pieces;4 ounces shredded Swiss cheese;1 cup cashews;1/4 cup dried cranberries;1 apple - peeled, cored and diced;1 pear - peeled, cored and sliced",2
17,Apple Recipes,All-Day Apple Butter,https://www.allrecipes.com/recipe/21205/all-day-apple-butter/,30 m,11 h,11 h 30 m,Original recipe yields 128 servings (4 pints),34  cals,0 ,9,0.1 ,0 ,5 ,"5 1/2 pounds apples - peeled, cored and finely chopped;4 cups white sugar;2 teaspoons ground cinnamon;1/4 teaspoon ground cloves;1/4 teaspoon salt",5
18,Apple Recipes,Pumpkin Apple Streusel Muffins,https://www.allrecipes.com/recipe/20237/pumpkin-apple-streusel-muffins/,15 m,45 m,1 h,Original recipe yields 18 servings (18 muffins),249  cals,8 ,42.6,2.8 ,23 ,182 ,"2 1/2 cups all-purpose flour;2 cups white sugar;1 tablespoon pumpkin pie spice;1 teaspoon baking soda;1/2 teaspoon salt;2 eggs, lightly beaten;1 cup canned pumpkin puree;1/2 cup vegetable oil;2 cups peeled, cored and chopped apple;2 tablespoons all-purpose flour;1/4 cup white sugar;1/2 teaspoon ground cinnamon;4 teaspoons butter",4
19,Apple Recipes,Apple Crisp III,https://www.allrecipes.com/recipe/23081/apple-crisp-iii/,20 m,40 m,1 h,Original recipe yields 6 servings,361  cals,15.6 ,55.7,2 ,41 ,111 ,4 cups sliced apples;1 teaspoon ground cinnamon;1/2 cup water;1 cup white sugar;1/2 cup butter;3/4 cup all-purpose flour,3
20,Apple Recipes,Apple Crisp IV,https://www.allrecipes.com/recipe/12685/apple-crisp-iv/,,,,Original recipe yields 18 servings (1  - 9x13 inch pan),319  cals,16.2 ,42.5,3 ,41 ,115 ,"2 cups all-purpose flour;2 cups rolled oats;1 teaspoon ground cinnamon;1/2 teaspoon ground nutmeg;1 1/2 cups packed brown sugar;1 1/2 cups butter;2 quarts peeled, cored and sliced apples",5
21,Apple Recipes,Apple Crumble Pie,https://www.allrecipes.com/recipe/12298/apple-crumble-pie/,30 m,40 m,1 h 10 m,Original recipe yields 8 servings (1 deep dish 9-inch pie),358  cals,16.4 ,52,2.5 ,23 ,210 ,"1 (9 inch) deep dish pie crust;5 cups apples - peeled, cored and thinly sliced;1/2 cup white sugar;3/4 teaspoon ground cinnamon;1/3 cup white sugar;3/4 cup all-purpose flour;6 tablespoons butter",4
22,Apple Recipes,"Sweet Potato, Carrot, Apple, and Red Lentil Soup",https://www.allrecipes.com/recipe/186378/sweet-potato-carrot-apple-and-red-lentil-soup/,20 m,50 m,1 h 10 m,Original recipe yields 6 servings,322  cals,9 ,52.9,9 ,22 ,876 ,"1/4 cup butter;2 large sweet potatoes, peeled and chopped;3 large carrots, peeled and chopped;1 apple, peeled, cored and chopped;1 onion, chopped;1/2 cup red lentils;1/2 teaspoon minced fresh ginger;1/2 teaspoon ground black pepper;1 teaspoon salt;1/2 teaspoon ground cumin;1/2 teaspoon chili powder;1/2 teaspoon paprika;4 cups vegetable broth;plain yogurt",4
23,Apple Recipes,Easy Morning Glory Muffins,https://www.allrecipes.com/recipe/20995/easy-morning-glory-muffins/,25 m,20 m,45 m,Original recipe yields 12 servings (1 dozen),421  cals,25.4 ,45.3,5 ,46 ,289 ,"2 cups all-purpose flour;1 1/4 cups white sugar;2 teaspoons baking soda;2 teaspoons ground cinnamon;1/4 teaspoon salt;2 cups shredded carrots;1/2 cup raisins;1/2 cup chopped walnuts;1/2 cup unsweetened flaked coconut;1 apple - peeled, cored and shredded;3 eggs;1 cup vegetable oil;2 teaspoons vanilla extract",4
24,Apple Recipes,Morning Glory Muffins I,https://www.allrecipes.com/recipe/7159/morning-glory-muffins-i/,15 m,20 m,35 m,Original recipe yields 18 servings (18 muffins),194  cals,4.2 ,37.3,3.1 ,10 ,175 ,"1 1/2 cups all-purpose flour;1/2 cup whole wheat flour;1 1/4 cups white sugar;1 tablespoon ground cinnamon;2 teaspoons baking powder;1/2 teaspoon baking soda;1/2 teaspoon salt;2 cups grated carrots;1 apple - peeled, cored, and chopped;1 cup raisins;1 egg;2 egg whites;1/2 cup apple butter;1/4 cup vegetable oil;1 tablespoon vanilla extract;2 tablespoons chopped walnuts;2 tablespoons toasted wheat germ",5
25,Apricot Recipes,Baked Acorn Squash with Apricot Preserves,https://www.allrecipes.com/recipe/73843/baked-acorn-squash-with-apricot-preserves/,10 m,45 m,55 m,Original recipe yields 4 servings,104  cals,2.2 ,22.7,1.1 ,5 ,24 ,"1 acorn squash, halved and seeded;salt to taste;2 teaspoons butter;3 tablespoons apricot preserves",3
26,Apricot Recipes,Baked Apricot Chicken,https://www.allrecipes.com/recipe/8840/baked-apricot-chicken/,,,,,,,,,,,,0
27,Apricot Recipes,Apricot Chicken I,https://www.allrecipes.com/recipe/8559/apricot-chicken-i/,,,,,,,,,,,,0
28,Apricot Recipes,Apricot Cream Cheese Thumbprints,https://www.allrecipes.com/recipe/10201/apricot-cream-cheese-thumbprints/,15 m,15 m,2 h 30 m,Original recipe yields 84 servings (7 dozen),89  cals,4.4 ,11.8,1.1 ,16 ,43 ,"1 1/2 cups butter, softened;1 1/2 cups white sugar;1 (8 ounce) package cream cheese, softened;2 eggs;2 tablespoons lemon juice;1 1/2 teaspoons lemon zest;4 1/2 cups all-purpose flour;1 1/2 teaspoons baking powder;1 cup apricot preserves;1/3 cup confectioners' sugar for decoration",3
29,Apricot Recipes,Apricot Lentil Soup,https://www.allrecipes.com/recipe/12979/apricot-lentil-soup/,15 m,50 m,1 h 5 m,Original recipe yields 6 servings,263  cals,7.4 ,37.2,13.2 ,0 ,7 ,"3 tablespoons olive oil;1 onion, chopped;2 cloves garlic, minced;1/3 cup dried apricots;1 1/2 cups red lentils;5 cups chicken stock;3 roma (plum) tomatoes - peeled, seeded and chopped;1/2 teaspoon ground cumin;1/2 teaspoon dried thyme;salt to taste;ground black pepper to taste;2 tablespoons fresh lemon juice",3
30,Apricot Recipes,Apricot Brown Sugar Ham,https://www.allrecipes.com/recipe/102159/apricot-brown-sugar-ham/,2 h,2 h,,Original recipe yields 15 servings,801  cals,56.2 ,14.4,56.1 ,170 ,3895 ,1 (10 pound) fully-cooked spiral cut ham;2/3 cup brown sugar;1/3 cup apricot jam;1 teaspoon dry mustard powder,3
31,Apricot Recipes,Coconut Tilapia with Apricot Dipping Sauce,https://www.allrecipes.com/recipe/104789/coconut-tilapia-with-apricot-dipping-sauce/,20 m,10 m,30 m,Original recipe yields 4 servings,650  cals,36.1 ,54.3,28.4 ,42 ,589 ,"1 cup flaked coconut, finely chopped;2 tablespoons flour;1 tablespoon Creole seasoning;4 (4 ounce) fillets tilapia;1/2 cup cornstarch;1 (4 ounce) carton egg substitute;1/2 cup canola oil;Apricot Dipping Sauce;1/2 cup apricot jam;2 teaspoons brown mustard;1 teaspoon prepared horseradish",2
32,Apricot Recipes,"Rosemary-Scented Pork Loin Stuffed With Roasted Garlic, Dried Apricots and Cranberries and Port Wine Pan Sauce",https://www.allrecipes.com/recipe/77008/rosemary-scented-pork-loin-stuffed-with-roasted-garlic-dried-apricots-and-cranberries-and-port-wine-pan-sauce/,,,,Original recipe yields 16 servings,366  cals,15.6 ,15.3,39.1 ,109 ,225 ,"3 tablespoons olive oil;16 whole peeled garlic cloves;2 tablespoons minced garlic cloves;1 (8 pound) whole boneless pork loin, patted dry, at room temperature;Salt and freshly ground pepper;3 tablespoons minced fresh rosemary (snip with scissors), divided;16 dried apricots (or similar amount of your favorite dried fruit);1/3 cup dried cranberries;Heavy kitchen string or twine;1/4 cup apple jelly;1/4 cup port;1/2 cup chicken broth;2 tablespoons apple jelly;2 teaspoons cornstarch",5
33,Apricot Recipes,Apricot Pork Chops,https://www.allrecipes.com/recipe/21294/apricot-pork-chops/,5 m,1 h,1 h 5 m,Original recipe yields 6 servings,422  cals,18.7 ,51.7,15.2 ,37 ,894 ,6 pork chops;1 (1 ounce) package dry onion soup mix;10 ounces Russian-style salad dressing;1 cup apricot preserves,3
34,Apricot Recipes,Aileen's Punch,https://www.allrecipes.com/recipe/20310/aileens-punch/,5 m,5 m,,Original recipe yields 30 servings,93  cals,0.1 ,23.4,0.3 ,0 ,9 ,1 (46 fluid ounce) can pineapple juice;1 (46 fluid ounce) can apricot nectar;1 (6 ounce) can frozen limeade concentrate;2 liters lemon-lime flavored carbonated beverage,1
35,Apricot Recipes,Apricot-Glazed Pork Chops,https://www.allrecipes.com/recipe/141975/apricot-glazed-pork-chops/,10 m,10 m,20 m,Original recipe yields 4 servings,359  cals,18.8 ,18.9,23.6 ,63 ,54 ,"1/3 cup apricot preserves;1/3 cup fruity white wine, such as Gewurztraminer;1/2 teaspoon ground ginger;salt and pepper to taste;2 tablespoons olive oil;4 boneless pork chops, 1/2 inch thick",2
36,Apricot Recipes,Apricot Pork Tenderloin,https://www.allrecipes.com/recipe/201010/apricot-pork-tenderloin/,10 m,45 m,55 m,Original recipe yields 6 servings,440  cals,11.4 ,62.9,24.2 ,86 ,200 ,"2 pounds pork tenderloin;1/4 cup softened butter;salt and pepper to taste;1 teaspoon ground thyme;2 teaspoons garlic powder;1 (18 ounce) jar apricot preserves;2 tablespoons honey, or to taste;1/4 cup dry sherry",3
37,Apricot Recipes,Apricot Glazed Chicken,https://www.allrecipes.com/recipe/8861/apricot-glazed-chicken/,,,,,,,,,,,,0
38,Apricot Recipes,Apricot Chops,https://www.allrecipes.com/recipe/63440/apricot-chops/,7 m,45 m,52 m,Original recipe yields 4 servings,622  cals,31.8 ,71.8,16 ,37 ,1210 ,"1 tablespoon olive oil;4 (1 inch thick) bone-in pork chops;salt and pepper to taste;1 cup apricot jam;1 cup Catalina salad dressing;1 (1 ounce) package dry onion soup mix;1 garlic clove, crushed",4
39,Apricot Recipes,Apricot Glazed Carrots,https://www.allrecipes.com/recipe/88470/apricot-glazed-carrots/,15 m,10 m,25 m,Original recipe yields 8 servings,119  cals,4.7 ,19.9,1.3 ,11 ,189 ,"2 pounds carrots, peeled and diagonally sliced;3 tablespoons butter, melted;1/3 cup apricot preserves;1/4 teaspoon ground nutmeg;1/4 teaspoon salt;1 teaspoon orange zest;2 teaspoons fresh lemon juice;chopped fresh parsley for garnish",2
40,Apricot Recipes,Apricot Chicken with Balsamic Vinegar,https://www.allrecipes.com/recipe/166101/apricot-chicken-with-balsamic-vinegar/,,,,,,,,,,,,0
41,Apricot Recipes,Evin's Indian Apricot Chicken,https://www.allrecipes.com/recipe/157010/evins-indian-apricot-chicken/,,,,,,,,,,,,0
42,Apricot Recipes,Apricot Muffins,https://www.allrecipes.com/recipe/27294/apricot-muffins/,15 m,15 m,30 m,Original recipe yields 12 servings (12 muffins),238  cals,9.2 ,36.2,3.8 ,26 ,258 ,1 cup chopped dried apricots;1 cup boiling water;2 cups all-purpose flour;3/4 cup white sugar;1 teaspoon baking soda;1/2 teaspoon salt;1/4 cup melted butter;1/4 cup vegetable oil;1 cup buttermilk;1 egg,3
43,Apricot Recipes,Apricot Chicken II,https://www.allrecipes.com/recipe/8754/apricot-chicken-ii/,,,,,,,,,,,,0
44,Apricot Recipes,Ma Lipo's Apricot-Glazed Turkey with Roasted Onion and Shallot Gravy,https://www.allrecipes.com/recipe/13539/ma-lipos-apricot-glazed-turkey-with-roasted-onion-and-shallot-gravy/,30 m,4 h 30 m,5 h 30 m,Original recipe yields 30 servings,591  cals,28.8 ,10.9,68.2 ,211 ,301 ,"1 cup apricot nectar;1 cup apricot preserves;2 tablespoons minced fresh ginger root;1 tablespoon honey;3/4 cup unsalted butter, softened;3 tablespoons chopped fresh sage;1 1/2 teaspoons salt;1 teaspoon ground black pepper;2 tablespoons unsalted butter;3 onions, thinly sliced;6 ounces thinly sliced shallots;22 pounds whole turkey;2 cups low-sodium chicken broth;1 teaspoon chopped fresh thyme;1/2 teaspoon dried sage;2 cups low-sodium chicken broth;salt and pepper to taste",9
45,Apricot Recipes,Apricot/Cranberry Chutney,https://www.allrecipes.com/recipe/15250/apricotcranberry-chutney/,10 m,15 m,30 m,Original recipe yields 12 servings,89  cals,0.1 ,22.7,0.4 ,0 ,2 ,1/4 cup diced dried apricots;1 (12 ounce) package fresh cranberries;1/2 cup raisins;3/4 teaspoon ground cinnamon;1/4 teaspoon ground ginger;1/4 teaspoon ground allspice;1 pinch ground cloves;1 cup water;3/4 cup white sugar;1/2 cup cider vinegar,2
46,Avocado Recipes,Avocado Blueberry Smoothie,https://www.allrecipes.com/recipe/222293/avocado-blueberry-smoothie/,5 m,5 m,,Original recipe yields 1 servings (1 smoothie),297  cals,12.3 ,39.2,11 ,10 ,206 ,"1 cup frozen blueberries;1 (6 ounce) container plain Greek-style yogurt;1/2 cup almond milk;1/2 cup water;1/4 avocado - peeled, pitted, and diced",1
47,Avocado Recipes,Avocado Cream Sauce,https://www.allrecipes.com/recipe/272445/avocado-cream-sauce/,15 m,10 m,25 m,Original recipe yields 4 servings,267  cals,26 ,9.9,2.6 ,36 ,93 ,"2 avocados;2 cloves garlic;1/2 lime, juiced, or to taste;2 tablespoons chopped green onions;1 tablespoon chopped fresh cilantro;1/2 tablespoon chopped fresh tarragon;2 tablespoons butter;1/4 cup heavy cream;salt to taste",2
48,Avocado Recipes,Avocado Ricotta Crostini,https://www.allrecipes.com/recipe/268465/avocado-ricotta-crostini/,15 m,25 m,40 m,Original recipe yields 10 servings (10 appetizer-sized portions),160  cals,5.9 ,23.6,4.9 ,0 ,302 ,"1 baguette, sliced;2 drizzles olive oil, or to taste;1 large ripe Hass avocado;3/4 cup ricotta cheese, or more to taste;1/2 lemon, juiced;1 tablespoon finely sliced fresh basil;kosher salt to taste;1 pinch cayenne pepper, or to taste;1 cup cherry tomatoes, sliced, or to taste;5 radishes, sliced, or to taste;1 pinch flaky sea salt;1 teaspoon snipped fresh chives",5
49,Avocado Recipes,Keto Avocado-Spinach Smoothie,https://www.allrecipes.com/recipe/264206/keto-avocado-spinach-smoothie/,5 m,5 m,,Original recipe yields 2 servings,256  cals,26.4 ,17.6,2.4 ,0 ,20 ,"1/2 cup coconut milk;1/2 cup water, or more as needed;ice cubes;1/2 medium avocado, pitted and scooped from shell;1/2 cup fresh spinach;2 tablespoons erythritol;1 tablespoon medium-chain triglyceride (MCT) oil;1/2 teaspoon vanilla powder",1
50,Avocado Recipes,Meyer Lemon Avocado Toast,https://www.allrecipes.com/recipe/257457/meyer-lemon-avocado-toast/,10 m,3 m,13 m,Original recipe yields 2 servings,72  cals,1.2 ,11.8,3.6 ,0 ,271 ,"2 slices whole grain bread;1/2 avocado;2 tablespoons chopped fresh cilantro, or more to taste;1 teaspoon Meyer lemon juice, or to taste;1/4 teaspoon Meyer lemon zest;1 pinch cayenne pepper;1 pinch fine sea salt;1/4 teaspoon chia seeds",2
51,Avocado Recipes,Corn and Avocado Dip,https://www.allrecipes.com/recipe/258392/corn-and-avocado-dip/,15 m,8 m,1 d 23 m,Original recipe yields 8 servings,149  cals,11.8 ,12.1,2.3 ,0 ,164 ,"1 cup frozen corn kernels, thawed;2 teaspoons vegetable oil;2 large avocados, peeled and pitted;1 tomato, finely chopped;3 tablespoons fresh lime juice;2 tablespoons finely chopped onions;2 cloves garlic, minced;2 teaspoons chopped pickled jalapeno peppers;1/2 teaspoon salt;1/4 teaspoon ground cumin",4
52,Avocado Recipes,"Roasted Tomato, Avocado, and Fresh Mozzarella Crostini",https://www.allrecipes.com/recipe/258122/roasted-tomato-avocado-and-fresh-mozzarella-crostini/,30 m,29 m,59 m,Original recipe yields 8 servings (8 crostini),278  cals,21.5 ,14.3,8 ,30 ,254 ,"2 vine-ripened tomatoes, cut into 1/4-inch slices;1/4 cup extra-virgin olive oil, divided;sea salt and freshly ground black pepper to taste;2 tablespoons butter;8 diagonally sliced pieces baguette;1 clove garlic, halved;8 ounces fresh mozzarella cheese, cut into 8 thin slices;1 large avocado - halved, pitted, and thinly sliced;1/2 small lemon;1/4 cup roughly chopped fresh dill;1 pinch flaked salt",6
53,Avocado Recipes,Guacamole Salad Dressing,https://www.allrecipes.com/recipe/262592/guacamole-salad-dressing/,5 m,1 h 5 m,,Original recipe yields 6 servings,215  cals,21.6 ,5.8,1.8 ,54 ,406 ,"1 large avocado - peeled, pitted, and mashed;1 cup heavy whipping cream;1 tablespoon lime juice;1 tablespoon chopped cilantro;1 tablespoon chopped onion;1/2 serrano pepper, seeded and deveined, or to taste;1 small clove garlic;1 teaspoon salt;1/8 teaspoon white sugar",1
54,Avocado Recipes,Guacamole,https://www.allrecipes.com/recipe/14231/guacamole/,10 m,10 m,,Original recipe yields 4 servings,262  cals,22.2 ,18,3.7 ,0 ,596 ,"3 avocados - peeled, pitted, and mashed;1 lime, juiced;1 teaspoon salt;1/2 cup diced onion;3 tablespoons chopped fresh cilantro;2 roma (plum) tomatoes, diced;1 teaspoon minced garlic;1 pinch ground cayenne pepper (optional)",1
55,Avocado Recipes,Roquefort Pear Salad,https://www.allrecipes.com/recipe/34613/roquefort-pear-salad/,20 m,10 m,30 m,Original recipe yields 6 servings (6 Servings),426  cals,31.6 ,33.1,8 ,21 ,654 ,"1 head leaf lettuce, torn into bite-size pieces;3 pears - peeled, cored and chopped;5 ounces Roquefort cheese, crumbled;1 avocado - peeled, pitted, and diced;1/2 cup thinly sliced green onions;1/4 cup white sugar;1/2 cup pecans;1/3 cup olive oil;3 tablespoons red wine vinegar;1 1/2 teaspoons white sugar;1 1/2 teaspoons prepared mustard;1 clove garlic, chopped;1/2 teaspoon salt;fresh ground black pepper to taste",3
56,Avocado Recipes,Black Bean and Corn Salad II,https://www.allrecipes.com/recipe/13933/black-bean-and-corn-salad-ii/,25 m,25 m,,Original recipe yields 6 servings (4 to 6 servings),391  cals,24.5 ,35.1,10.5 ,0 ,830 ,"1/3 cup fresh lime juice;1/2 cup olive oil;1 clove garlic, minced;1 teaspoon salt;1/8 teaspoon ground cayenne pepper;2 (15 ounce) cans black beans, rinsed and drained;1 1/2 cups frozen corn kernels;1 avocado - peeled, pitted and diced;1 red bell pepper, chopped;2 tomatoes, chopped;6 green onions, thinly sliced;1/2 cup chopped fresh cilantro (optional)",2
57,Avocado Recipes,"Avocado, Tomato and Mango Salsa",https://www.allrecipes.com/recipe/74694/avocado-tomato-and-mango-salsa/,15 m,45 m,,Original recipe yields 6 servings,158  cals,12 ,13.8,1.9 ,0 ,397 ,"1 mango - peeled, seeded and diced;1 avocado - peeled, pitted, and diced;4 medium tomatoes, diced;1 jalapeno pepper, seeded and minced;1/2 cup chopped fresh cilantro;3 cloves garlic, minced;1 teaspoon salt;2 tablespoons fresh lime juice;1/4 cup chopped red onion;3 tablespoons olive oil",1
58,Avocado Recipes,Mexican Baked Fish,https://www.allrecipes.com/recipe/12745/mexican-baked-fish/,15 m,15 m,30 m,Original recipe yields 6 servings,311  cals,17.6 ,11.3,27.6 ,69 ,529 ,"1 1/2 pounds cod;1 cup salsa;1 cup shredded sharp Cheddar cheese;1/2 cup coarsely crushed corn chips;1 avocado - peeled, pitted and sliced;1/4 cup sour cream",3
59,Avocado Recipes,Easy Guacamole,https://www.allrecipes.com/recipe/14064/easy-guacamole/,10 m,40 m,,Original recipe yields 16 servings (2 cups),45  cals,3.7 ,3.4,0.7 ,0 ,2 ,"2 avocados;1 small onion, finely chopped;1 clove garlic, minced;1 ripe tomato, chopped;1 lime, juiced;salt and pepper to taste",1
60,Avocado Recipes,Avocado Feta Salsa,https://www.allrecipes.com/recipe/87678/avocado-feta-salsa/,20 m,2 h 20 m,,Original recipe yields 12 servings,66  cals,5.6 ,2.8,1.8 ,8 ,108 ,"2 plum tomatoes, chopped;1 ripe avocado - peeled, pitted and chopped;1/4 cup finely chopped red onion;1 clove garlic, minced;1 tablespoon snipped fresh parsley;1 tablespoon chopped fresh oregano;1 tablespoon olive oil;1 tablespoon red or white wine vinegar;4 ounces crumbled feta cheese",1
61,Avocado Recipes,Vegetarian Tortilla Soup,https://www.allrecipes.com/recipe/80743/vegetarian-tortilla-soup/,15 m,40 m,55 m,Original recipe yields 12 servings,315  cals,16.2 ,37.2,8.7 ,12 ,1152 ,"2 tablespoons vegetable oil;1 (1 pound) package frozen pepper and onion stir fry mix;2 cloves garlic, minced;3 tablespoons ground cumin;1 (28 ounce) can crushed tomatoes;3 (4 ounce) cans chopped green chile peppers, drained;4 (14 ounce) cans vegetable broth;salt and pepper to taste;1 (11 ounce) can whole kernel corn;12 ounces tortilla chips;1 cup shredded Cheddar cheese;1 avocado - peeled, pitted and diced",2
