,category,recipe-name,recipe-url,prep-time,cook-time,total-time,servings,calories,fat-g,carbs-g,protein-g,cholesterol-mg,sodium-mg,ingredients,num_steps
30,Mashed Potatoes,Mashed Potatoes and Celery Root,https://www.allrecipes.com/recipe/246281/mashed-potatoes-and-celery-root/,25 m,27 m,52 m,Original recipe yields 8 servings,220  cals,7.6 ,35,4.5 ,0 ,264 ,"2 1/2 pounds russet potatoes, peeled and cut into 1-inch cubes;1 large celery root, peeled and cut into 1-inch cubes;3 cloves garlic, peeled;1/2 cup almond milk, divided;1/4 cup extra-virgin olive oil, divided;2 tablespoons minced fresh chives;1/2 teaspoon salt, or to taste;freshly ground black pepper to taste",2
31,Mashed Potatoes,Simple Vegan Garlicky Potatoes ,https://www.allrecipes.com/recipe/267540/simple-vegan-garlicky-potatoes/,20 m,20 m,40 m,Original recipe yields 8 servings,203  cals,0.6 ,44.9,5.3 ,0 ,140 ,"4 pounds potatoes, peeled and cut into chunks;4 cups water;2 cups vegetable broth;4 cloves garlic, thinly sliced, or more to taste;1 cup rice milk, or as needed",3
32,Mashed Potatoes,Garlic Buttermilk Mashed Potatoes,https://www.allrecipes.com/recipe/246557/garlic-buttermilk-mashed-potatoes/,,,,,,,,,,,,0
33,Mashed Potatoes,Holiday ONLY Mashed Potatoes,https://www.allrecipes.com/recipe/40550/holiday-only-mashed-potatoes/,15 m,25 m,40 m,Original recipe yields 10 servings,339  cals,18.2 ,41.6,4.1 ,57 ,85 ,"5 pounds red potatoes, peeled and quartered;1 cup heavy cream;1/2 cup butter;salt and pepper to taste",1
34,Mashed Potatoes,Tangy Feta Mashed Potatoes,https://www.allrecipes.com/recipe/254780/tangy-feta-mashed-potatoes/,10 m,20 m,30 m,Original recipe yields 4 servings,323  cals,15 ,41.3,7.3 ,44 ,360 ,"2 pounds Yukon Gold potatoes, peeled and cubed;1/2 (4 ounce) package crumbled tomato and basil feta cheese (such as Athenos®);1/4 cup butter;1/4 cup milk;1 tablespoon coarsely chopped capers;1 clove garlic, minced;salt and ground black pepper to taste",2
35,Mashed Potatoes,Chef John's Perfect Mashed Potatoes,https://www.allrecipes.com/recipe/219077/chef-johns-perfect-mashed-potatoes/,20 m,20 m,40 m,Original recipe yields 4 servings,333  cals,12.7 ,49.7,6.7 ,34 ,30 ,"3 large russet potatoes, peeled and cut in half lengthwise;1/4 cup butter;1/2 cup whole milk;salt and ground black pepper to taste",2
36,Mashed Potatoes,Red Garlic Mashed Potatoes,https://www.allrecipes.com/recipe/86695/red-garlic-mashed-potatoes/,15 m,30 m,45 m,Original recipe yields 4 servings,280  cals,24.9 ,13.5,2.2 ,67 ,232 ,"8 red potatoes, cubed;2 teaspoons crushed garlic;1/2 cup butter;1/4 cup half-and-half cream;1/4 teaspoon steak seasoning;1/4 teaspoon garlic powder;1/8 teaspoon white sugar",2
37,Mashed Potatoes,The Best Mashed Potatoes,https://www.allrecipes.com/recipe/15213/the-best-mashed-potatoes/,5 m,15 m,20 m,Original recipe yields 12 servings,381  cals,21.8 ,36.3,11.6 ,64 ,356 ,"5 pounds Yukon Gold potatoes;1/2 cup butter;2 cups Parmesan cheese;1 cup chopped fresh chives;1 1/2 cups cream cheese;1/2 medium head garlic, peeled and minced;1 pinch salt and pepper to taste",2
38,Mashed Potatoes,Twice Baked Potato Casserole With Bacon,https://www.allrecipes.com/recipe/231988/twice-baked-potato-casserole-with-bacon/,15 m,1 h 10 m,1 h 30 m,Original recipe yields 4 servings,535  cals,34 ,35.4,22.7 ,94 ,1015 ,"2 large baking potatoes;1/2 pound lean bacon;3/4 cup shredded mild Cheddar cheese;1/2 cup sour cream;1/4 cup milk;2 tablespoons unsalted butter, melted;1 teaspoon dried chives;1/2 teaspoon salt;1/2 teaspoon ground black pepper;1/2 teaspoon garlic powder;3/4 cup shredded mild Cheddar cheese",6
39,Mashed Potatoes,Broccoli Quiche with Mashed Potato Crust,https://www.allrecipes.com/recipe/21329/broccoli-quiche-with-mashed-potato-crust/,,,,,,,,,,,,0
40,Mashed Potatoes,Sour Cream and Chive Mashed Potatoes,https://www.allrecipes.com/recipe/53554/sour-cream-and-chive-mashed-potatoes/,10 m,30 m,40 m,Original recipe yields 8 servings,129  cals,3.4 ,21.8,3.4 ,8 ,21 ,"2 pounds Yukon Gold potatoes, peeled and quartered;1/2 cup milk;1/2 cup sour cream;1/4 cup chopped fresh chives;salt and pepper to taste",1
41,Mashed Potatoes,Bangers and Mash,https://www.allrecipes.com/recipe/55428/bangers-and-mash/,15 m,45 m,1 h,Original recipe yields 8 servings,570  cals,24.9 ,67.7,20.3 ,61 ,1206 ,"8 large baking potatoes, peeled and quartered;2 teaspoons butter, divided;1/2 cup milk, or as needed;salt and pepper to taste;1 1/2 pounds beef sausage;1/2 cup diced onion;1 (.75 ounce) packet dry brown gravy mix;1 cup water, or as needed",4
42,Mashed Potatoes,Slow Cooker Garlic Mashed Potatoes,https://www.allrecipes.com/recipe/73269/slow-cooker-garlic-mashed-potatoes/,10 m,4 h,4 h 10 m,Original recipe yields 6 servings,197  cals,8.2 ,28.6,3.3 ,22 ,553 ,"2 pounds red potatoes, diced with peel;1/4 cup water;1/4 cup butter;1 1/4 teaspoons salt;1/2 teaspoon garlic powder;1/4 teaspoon ground black pepper;1/2 cup milk, or as needed",2
43,Mashed Potatoes,Make-Ahead Mashed Potatoes,https://www.allrecipes.com/recipe/76961/make-ahead-mashed-potatoes/,,,,Original recipe yields 10 servings,213  cals,11.2 ,25.4,3.9 ,32 ,72 ,"3 pounds russet (Idaho) potatoes, scrubbed but unpeeled;1 1/2 cups half and half, plus extra if necessary;Salt, to taste;6 tablespoons butter, softened",4
44,Mashed Potatoes,"Mashed Potatoes with Fried Mushroom, Bacon, and Onion",https://www.allrecipes.com/recipe/85425/mashed-potatoes-with-fried-mushroom-bacon-and-onion/,20 m,30 m,50 m,Original recipe yields 6 servings,293  cals,19.4 ,24.6,6.1 ,27 ,278 ,"6 Yukon Gold potatoes, peeled and quartered;5 slices bacon;1 tablespoon vegetable oil;6 medium mushrooms, sliced;1 medium onion, sliced;2 tablespoons butter;2 tablespoons ranch dressing",4
45,Mashed Potatoes,Caramelized Onion and Horseradish Smashed Potatoes,https://www.allrecipes.com/recipe/139652/caramelized-onion-and-horseradish-smashed-potatoes/,25 m,25 m,50 m,Original recipe yields 8 servings,381  cals,13.1 ,60.8,7.7 ,35 ,161 ,"3 tablespoons butter;4 onion, sliced and separated into rings;1 tablespoon white wine vinegar;1/2 teaspoon ground dried thyme;6 large baking potatoes, peeled and cubed;1 tablespoon Dijon mustard;2 tablespoons prepared horseradish, or to taste;salt and cracked black pepper to taste;1/4 cup softened butter;3/4 cup half-and-half",3
46,Mashed Potatoes,Ultra Creamy Mashed Potatoes from Swanson®,https://www.allrecipes.com/recipe/177715/ultra-creamy-mashed-potatoes-from-swanson/,15 m,20 m,35 m,Original recipe yields 6 servings,173  cals,8 ,23,3.4 ,25 ,363 ,"2 cups Swanson® Chicken Broth or Swanson® Certified Organic Chicken Broth or Swanson® Natural Goodness® Chicken Broth;6 Yukon Gold potatoes, peeled and cut into 1-inch pieces;1/2 cup light cream;2 tablespoons butter",3
47,Mashed Potatoes,Mashed Potatoes with Horseradish,https://www.allrecipes.com/recipe/22658/mashed-potatoes-with-horseradish/,5 m,15 m,20 m,Original recipe yields 4 servings,321  cals,12.1 ,49.6,5.1 ,28 ,80 ,"5 potatoes, peeled and quartered;2 tablespoons butter, divided;ground black pepper to taste;1/2 cup sour cream;1 tablespoon prepared horseradish;2 teaspoons minced parsley",2
48,Mashed Potatoes,Garlic Basil Mashed Potatoes,https://www.allrecipes.com/recipe/151098/garlic-basil-mashed-potatoes/,10 m,20 m,30 m,Original recipe yields 6 servings (3 1/2 cups),212  cals,10 ,27.5,4.3 ,26 ,71 ,"2 pounds potatoes, scrubbed and chopped;2 tablespoons butter;2 ounces cream cheese;1/3 cup sour cream;2 teaspoons dried basil;1/2 teaspoon garlic powder;salt and ground black pepper to taste",2
49,Mashed Potatoes,Cheesy Sweet and Savory Spuds,https://www.allrecipes.com/recipe/49564/cheesy-sweet-and-savory-spuds/,35 m,25 m,1 h,Original recipe yields 8 servings,293  cals,17.2 ,26.1,9.8 ,53 ,333 ,"6 Yukon Gold potatoes, peeled and cubed;2 sweet potatoes, peeled and cubed;2 tablespoons butter;1/2 cup heavy cream;1 tablespoon chicken bouillon granules;1 2/3 tablespoons brown sugar;2 teaspoons black pepper;2 cups shredded Monterey Jack cheese",4
50,Mashed Potatoes,Uncle Dick's Mashed Potatoes,https://www.allrecipes.com/recipe/235354/uncle-dicks-mashed-potatoes/,10 m,50 m,9 h,Original recipe yields 8 servings,348  cals,17.5 ,42,7.7 ,47 ,994 ,"4 pounds potatoes, peeled and cut into chunks;1 cup sour cream;1 (8 ounce) package cream cheese, softened;1 tablespoon salt;1/4 teaspoon ground white pepper;1 clove garlic, crushed;1 tablespoon melted butter;1/2 teaspoon paprika;1/4 cup chopped fresh chives",5
51,Mashed Potatoes,Mashed Root Vegetable Casserole with Caramelized Onions,https://www.allrecipes.com/recipe/9156/mashed-root-vegetable-casserole-with-caramelized-onions/,,,,Original recipe yields 8 servings,407  cals,18.2 ,55.1,9 ,49 ,258 ,"7 cups low-sodium chicken broth;3 pounds baking potatoes, peeled and cubed;1 1/2 pounds rutabagas, peeled and cubed;1 1/4 pounds parsnips, peeled and cubed;8 cloves garlic;1 bay leaf;1 teaspoon dried thyme;3/4 cup butter, softened;3 onions, thinly sliced;salt and ground black pepper to taste",4
52,Mashed Potatoes,Montreal Steak Seasoned Mashed Potatoes,https://www.allrecipes.com/recipe/188403/montreal-steak-seasoned-mashed-potatoes/,10 m,20 m,30 m,Original recipe yields 6 servings (6 cups),321  cals,15.7 ,38.2,9.1 ,44 ,1338 ,"3 pounds red potatoes, cut into chunks;1/4 cup butter;2 ounces cream cheese, cut into pieces;1/4 cup milk;2 tablespoons bacon bits;1/2 cup shredded Colby-Monterey Jack cheese;2 tablespoons Montreal steak seasoning;1/2 teaspoon kosher salt, or to taste",2
53,Roasted Potatoes,Hasselback Potatoes,https://www.allrecipes.com/recipe/79518/hasselback-potatoes/,20 m,55 m,1 h 15 m,Original recipe yields 4 servings,247  cals,7.1 ,41.1,6.1 ,19 ,171 ,"4 (8 ounce) baking potatoes;2 tablespoons butter, melted;salt and pepper to taste;2 tablespoons finely grated fresh Romano cheese;1 tablespoon seasoned dry bread crumbs",4
54,Roasted Potatoes,Roasted Melting Potatoes,https://www.allrecipes.com/recipe/262647/roasted-melting-potatoes/,5 m,45 m,50 m,Original recipe yields 4 servings,418  cals,15.9 ,63.6,7.7 ,41 ,855 ,"1/3 cup butter, melted;1 tablespoon chopped fresh thyme;1 teaspoon salt;1/2 teaspoon ground black pepper;3 pounds Yukon Gold potatoes, cut into 1-inch slices;1 1/4 cups vegetable broth;2 cloves garlic, minced",5
55,Roasted Potatoes,"""Special"" Roasted Potatoes",https://www.allrecipes.com/recipe/255019/special-roasted-potatoes/,,,,Original recipe yields 6 servings,162  cals,4.7 ,27.8,3.2 ,0 ,2402 ,"2 pounds new yellow potatoes, halved;3 sprigs fresh rosemary;3 cloves garlic, whole, peeled, bruised;2 bay leaves;2 tablespoons salt;2 tablespoons olive oil;1 pinch cayenne pepper;1 pinch kosher salt",3
56,Roasted Potatoes,"Roasted Potatoes with Bacon, Cheese, and Parsley",https://www.allrecipes.com/recipe/246569/roasted-potatoes-with-bacon-cheese-and-parsley/,30 m,1 h 7 m,1 h 47 m,Original recipe yields 8 servings,221  cals,7.8 ,30.4,8 ,12 ,1138 ,"3 pounds Yukon Gold potatoes;1 tablespoon salt;6 slices bacon, halved and cut crosswise into 1/2-inch pieces;2 tablespoons olive oil;salt and freshly ground black pepper to taste;1/2 cup grated Parmigiano-Reggiano cheese;2 cloves garlic, finely chopped;1/4 cup fresh Italian flat-leaf parsley",8
57,Roasted Potatoes,Honey-Mustard Roasted Potatoes,https://www.allrecipes.com/recipe/246568/honey-mustard-roasted-potatoes/,15 m,20 m,35 m,Original recipe yields 6 servings,194  cals,7.3 ,30.7,3.3 ,0 ,292 ,"cooking spray;3 tablespoons olive oil;3 tablespoons mustard;2 tablespoons honey;2 green onions, minced;1/2 teaspoon salt;1/4 teaspoon ground black pepper;1/8 teaspoon ground cayenne pepper;2 pounds baby red potatoes, scrubbed and quartered",3
58,Roasted Potatoes,Greek-Style Lemon Roasted Potatoes,https://www.allrecipes.com/recipe/239180/greek-style-lemon-roasted-potatoes/,15 m,1 h,1 h 15 m,Original recipe yields 6 servings,282  cals,12.2 ,39.9,4.6 ,0 ,789 ,"3 pounds potatoes, peeled and cut into thick wedges;1/3 cup olive oil;2 lemons, juiced;2 teaspoons salt;1 teaspoon oregano;1/2 teaspoon ground black pepper;3 cups chicken broth",4
59,Roasted Potatoes,How to Make Roasted Red Potatoes,https://www.allrecipes.com/recipe/234937/how-to-make-roasted-red-potatoes/,1 h 5 m,1 h 20 m,,Original recipe yields 6 servings,190  cals,9.3 ,25,3 ,0 ,77 ,"1/4 cup olive oil, or more if needed;2 pounds red potatoes, cut into evenly sized pieces;5 fresh thyme sprigs, or to taste;kosher salt and freshly ground black pepper to taste;1 pinch cayenne pepper, or to taste;1/2 large red bell pepper, seeded and cut into 1-inch pieces",5
60,Roasted Potatoes,Amazing Oven Roasted Potatoes,https://www.allrecipes.com/recipe/228682/amazing-oven-roasted-potatoes/,10 m,1 h,1 h 10 m,Original recipe yields 6 servings,205  cals,4.7 ,37.6,4.4 ,0 ,554 ,"6 potatoes, cut into chunks;2 tablespoons olive oil;1 teaspoon seasoned salt;1 teaspoon salt;1 teaspoon cracked black pepper",3
61,Roasted Potatoes,Oven Roasted Baked Potatoes,https://www.allrecipes.com/recipe/230768/oven-roasted-baked-potatoes/,10 m,30 m,40 m,Original recipe yields 6 servings,149  cals,4.8 ,24.7,2.9 ,0 ,889 ,"8 fingerling potatoes, cubed;1 large onion, cubed;2 tablespoons coconut oil, melted;2 tablespoons minced garlic;1 tablespoon sea salt",2
62,Roasted Potatoes,Honey Roasted Red Potatoes,https://www.allrecipes.com/recipe/18293/honey-roasted-red-potatoes/,10 m,35 m,45 m,Original recipe yields 4 servings,156  cals,6.2 ,23.4,2.5 ,15 ,88 ,"1 pound red potatoes, quartered;2 tablespoons diced onion;2 tablespoons butter, melted;1 tablespoon honey;1 teaspoon dry mustard;1 pinch salt;1 pinch ground black pepper",3
63,Roasted Potatoes,Oven Roasted Potatoes,https://www.allrecipes.com/recipe/20963/oven-roasted-potatoes/,15 m,30 m,45 m,Original recipe yields 4 servings,289  cals,7.1 ,53.1,5 ,0 ,304 ,"1/8 cup olive oil;1 tablespoon minced garlic;1/2 teaspoon dried basil;1/2 teaspoon dried marjoram;1/2 teaspoon dried dill weed;1/2 teaspoon dried thyme;1/2 teaspoon dried oregano;1/2 teaspoon dried parsley;1/2 teaspoon crushed red pepper flakes;1/2 teaspoon salt;4 large potatoes, peeled and cubed",3
64,Roasted Potatoes,Oven Roasted Red Potatoes,https://www.allrecipes.com/recipe/13849/oven-roasted-red-potatoes/,15 m,40 m,55 m,Original recipe yields 8 servings,171  cals,9.2 ,20.2,2.4 ,0 ,317 ,"1 (1 ounce) envelope dry onion soup mix;2 pounds red potatoes, halved;1/3 cup olive oil",3
