,category,recipe-name,recipe-url,prep-time,cook-time,total-time,servings,calories,fat-g,carbs-g,protein-g,cholesterol-mg,sodium-mg,ingredients,num_steps
143,Pasta Desserts,Chinese New Year Chocolate Candy,https://www.allrecipes.com/recipe/22731/chinese-new-year-chocolate-candy/,5 m,30 m,1 h,Original recipe yields 24 servings (2 dozen),276  cals,18.1 ,25.5,4.8 ,0 ,51 ,2 cups semisweet chocolate chips;2 cups butterscotch chips;2 1/2 cups dry-roasted peanuts;4 cups chow mein noodles,2
144,Pasta Desserts,Edible Spiders,https://www.allrecipes.com/recipe/21476/edible-spiders/,30 m,1 h,,Original recipe yields 24 servings (24 spiders),165  cals,7.7 ,23.9,1.7 ,3 ,48 ,1 cup semisweet chocolate chips;1 teaspoon butter;24 large marshmallows;1 (6 ounce) package chow mein noodles;1 (12 ounce) package mini candy-coated chocolate pieces,2
145,Pasta Desserts,Easter Bird's Nests,https://www.allrecipes.com/recipe/232339/easter-birds-nests/,15 m,5 m,20 m,Original recipe yields 10 servings (10 nests),365  cals,21.1 ,40.2,4.6 ,17 ,174 ,3 cups miniature marshmallows;1/4 cup creamy peanut butter;3 tablespoons butter;4 cups crispy chow mein noodles;cooking spray;40 candy-coated milk chocolate eggs,3
146,Pasta Desserts,Bird's Nests III,https://www.allrecipes.com/recipe/10782/birds-nests-iii/,,,,Original recipe yields 6 servings (6 nests),307  cals,15 ,42.3,3 ,15 ,195 ,4 cups chow mein noodles;3 cups miniature marshmallows;3 tablespoons butter;30 small jellybeans,4
147,Pasta Desserts,The Best Ever Classic Jewish Noodle Kugel ,https://www.allrecipes.com/recipe/153758/the-best-ever-classic-jewish-noodle-kugel/,10 m,1 h,1 h 10 m,Original recipe yields 12 servings (1 9x13-inch pan),313  cals,10.8 ,47,7.5 ,93 ,119 ,"1 (16 ounce) package egg noodles;1/2 cup margarine;4 eggs, beaten;1 cup white sugar;1 1/2 cups applesauce;1 teaspoon vanilla extract;ground cinnamon, for dusting",4
148,Pasta Desserts,Chinese Christmas Cookies,https://www.allrecipes.com/recipe/228302/chinese-christmas-cookies/,15 m,2 h 15 m,,Original recipe yields 24 servings (24 cookies),136  cals,8.5 ,11.8,4 ,0 ,83 ,1 cup semisweet chocolate chips;1 cup peanut butter chips;1 cup chow mein noodles;1 cup dry-roasted peanuts,3
149,Pasta Desserts,Ricotta Apple Lasagna,https://www.allrecipes.com/recipe/11694/ricotta-apple-lasagna/,20 m,45 m,1 h 5 m,Original recipe yields 14 servings (12 - 15 servings),360  cals,13.5 ,52.1,9.3 ,49 ,193 ,"2 cups shredded Cheddar cheese;1 cup ricotta cheese;1 egg;1/4 cup white sugar;1 teaspoon almond extract;2 (21 ounce) cans apple pie filling;8 lasagne noodles, cooked and drained;6 tablespoons all-purpose flour;6 tablespoons packed brown sugar;1/4 cup quick cooking oats;1/2 teaspoon ground cinnamon;1 pinch ground nutmeg;3 tablespoons butter;1 cup sour cream;1/3 cup packed brown sugar",5
150,Pasta Desserts,Butterscotch Crunch,https://www.allrecipes.com/recipe/16572/butterscotch-crunch/,5 m,5 m,25 m,Original recipe yields 24 servings (2 dozen),112  cals,5.8 ,12.5,0.5 ,0 ,41 ,2 cups butterscotch chips;1 (5 ounce) can chow mein noodles,1
151,Pasta Desserts,Noodle Pudding,https://www.allrecipes.com/recipe/23708/noodle-pudding/,30 m,1 h,1 h 45 m,Original recipe yields 20 servings,386  cals,22.4 ,37.6,9.5 ,122 ,276 ,"1 (16 ounce) package wide egg noodles;1 (16 ounce) package cottage cheese;1 (8 ounce) package cream cheese;1 pint sour cream;1 teaspoon vanilla extract;1 cup white sugar;6 eggs, beaten;1/2 cup butter, melted;2 cups graham cracker crumbs;1/2 cup butter, melted;1/2 cup white sugar",5
152,Pasta Desserts,Chocolaty Peanut Butter Haystacks,https://www.allrecipes.com/recipe/219334/chocolaty-peanut-butter-haystacks/,10 m,5 m,35 m,Original recipe yields 30 servings,76  cals,5 ,7.4,1.2 ,3 ,39 ,1 cup semi-sweet chocolate chips;1/3 cup peanut butter;1/2 cup toffee baking bits (such as Heath®);1 cup chow mein noodles,2
153,Pasta Salad,Hot Greek Salad,https://www.allrecipes.com/recipe/228613/hot-greek-salad/,,,,,,,,,,,,0
154,Pasta Salad,American-Italian Pasta Salad,https://www.allrecipes.com/recipe/14318/american-italian-pasta-salad/,30 m,10 m,8 h 40 m,Original recipe yields 20 servings,236  cals,14.6 ,20.5,5.6 ,17 ,420 ,"1 (16 ounce) package fusilli pasta;1 cup mayonnaise;1 cup sour cream;2 tablespoons milk;1 (.7 ounce) package dry Italian-style salad dressing mix;1 cup frozen petite peas, thawed;2 (2 ounce) cans sliced black olives;1 cup cubed Genoa salami;3/4 cup chopped green onions;3/4 cup chopped celery;1/2 cup chopped fresh parsley",3
155,Pasta Salad,Tuna Macaroni Salad,https://www.allrecipes.com/recipe/11721/tuna-macaroni-salad/,15 m,15 m,1 d 1 h 30 m,Original recipe yields 6 servings,572  cals,37.8 ,44.9,13.5 ,29 ,847 ,"3 cups uncooked macaroni;1/3 cup Italian-style salad dressing;1/2 cup sour cream;1 cup mayonnaise;1 onion, chopped;2 stalks celery, chopped;1/2 teaspoon garlic powder;1 teaspoon salt;1/2 teaspoon ground black pepper;1 (5 ounce) can tuna, drained",3
156,Pasta Salad,Greek Pasta Salad I,https://www.allrecipes.com/recipe/11689/greek-pasta-salad-i/,15 m,10 m,2 h 25 m,Original recipe yields 4 servings,746  cals,56.1 ,40.4,22.1 ,70 ,1279 ,"1/2 cup olive oil;1/2 cup red wine vinegar;1 1/2 teaspoons garlic powder;1 1/2 teaspoons dried basil;1 1/2 teaspoons dried oregano;3/4 teaspoon ground black pepper;3/4 teaspoon white sugar;2 1/2 cups cooked elbow macaroni;3 cups fresh sliced mushrooms;15 cherry tomatoes, halved;1 cup sliced red bell peppers;3/4 cup crumbled feta cheese;1/2 cup chopped green onions;1 (4 ounce) can whole black olives;3/4 cup sliced pepperoni sausage, cut into strips",1
157,Pasta Salad,Tortellini Salad,https://www.allrecipes.com/recipe/206441/tortellini-salad/,20 m,5 m,1 h 25 m,Original recipe yields 8 servings,415  cals,25.9 ,30.3,17 ,53 ,729 ,"1 (16 ounce) package refrigerated cheese tortellini;4 ounces sliced pepperoni, quartered;2 green onions, sliced;1 (2.25 ounce) can sliced black olives;1 (6.5 ounce) jar marinated artichoke hearts, drained and chopped;6 ounces mozzarella cheese, diced;1/3 cup extra-virgin olive oil;1 1/2 tablespoons balsamic vinegar;1 1/2 tablespoons distilled white vinegar;1 teaspoon dried Italian herb seasoning;salt and black pepper to taste",3
158,Pasta Salad,Macaroni Salad with Pickles,https://www.allrecipes.com/recipe/14211/macaroni-salad-with-pickles/,15 m,30 m,45 m,Original recipe yields 6 servings,689  cals,40.3 ,66.7,16.2 ,146 ,1120 ,"1 (16 ounce) package macaroni;4 eggs;1 cup mayonnaise;1/2 cup sour cream;1 teaspoon salt, or to taste;1/4 teaspoon ground black pepper, or to taste;1/4 teaspoon ground mustard;2 tablespoons sweet pickle juice;2 tablespoons celery seed;1 cup chopped celery;1/2 cup chopped red onion;1/2 cup pimento-stuffed green olives;1/4 cup chopped sweet pickle;2 carrots, grated;1 green bell pepper, chopped",4
159,Pasta Salad,Easy Cold Pasta Salad,https://www.allrecipes.com/recipe/149799/easy-cold-pasta-salad/,15 m,15 m,2 h 30 m,Original recipe yields 8 servings,297  cals,10.6 ,43.9,7.2 ,0 ,608 ,"14 ounces uncooked rotini pasta;2 cucumbers, chopped;1/2 onion, finely chopped;10 cherry tomatoes, quartered;3/4 cup pitted black olives, sliced;1 cup Italian-style salad dressing",2
160,Pasta Salad,"Bacon, Lettuce, and Tomato Macaroni Salad",https://www.allrecipes.com/recipe/229005/bacon-lettuce-and-tomato-macaroni-salad/,20 m,10 m,2 h 30 m,Original recipe yields 12 servings,322  cals,25.3 ,15.5,8.6 ,27 ,507 ,"2 cups elbow macaroni;1 1/4 cups mayonnaise;5 teaspoons white vinegar;1 1/4 cups diced celery;1 large tomato, diced;5 green onions, finely chopped;1/2 cup shredded Cheddar cheese;1/4 teaspoon salt;1/8 teaspoon ground black pepper;1 (16 ounce) package bacon",4
161,Pasta Salad,Southwestern Pasta Salad,https://www.allrecipes.com/recipe/26297/southwestern-pasta-salad/,20 m,10 m,30 m,Original recipe yields 8 servings,217  cals,10.3 ,27.2,6.5 ,0 ,468 ,"1/2 (16 ounce) package rotini pasta;1/3 cup vegetable oil;1/4 cup fresh lime juice;2 tablespoons chili powder, or to taste;2 teaspoons ground cumin;1/2 teaspoon salt;2 cloves garlic, crushed;1 1/2 cups whole kernel corn;1 (15 ounce) can black beans, drained and rinsed;1/2 cup diced green bell pepper;1/2 cup diced red bell pepper;1/2 cup fresh cilantro leaves;1 cup chopped roma (plum) tomatoes",3
162,Pasta Salad,Classic Macaroni Salad,https://www.allrecipes.com/recipe/81108/classic-macaroni-salad/,20 m,10 m,4 h 30 m,Original recipe yields 10 servings,390  cals,18.7 ,49.3,6.8 ,8 ,529 ,"4 cups uncooked elbow macaroni;1 cup mayonnaise;1/4 cup distilled white vinegar;2/3 cup white sugar;2 1/2 tablespoons prepared yellow mustard;1 1/2 teaspoons salt;1/2 teaspoon ground black pepper;1 large onion, chopped;2 stalks celery, chopped;1 green bell pepper, seeded and chopped;1/4 cup grated carrot (optional);2 tablespoons chopped pimento peppers (optional)",2
163,Pasta Salad,Antipasto Pasta Salad,https://www.allrecipes.com/recipe/14278/antipasto-pasta-salad/,20 m,15 m,1 h 35 m,Original recipe yields 12 servings,451  cals,29.1 ,33.2,15 ,37 ,978 ,"1 pound seashell pasta;1/4 pound Genoa salami, chopped;1/4 pound pepperoni sausage, chopped;1/2 pound Asiago cheese, diced;1 (6 ounce) can black olives, drained and chopped;1 red bell pepper, diced;1 green bell pepper, chopped;3 tomatoes, chopped;1 (.7 ounce) package dry Italian-style salad dressing mix;3/4 cup extra virgin olive oil;1/4 cup balsamic vinegar;2 tablespoons dried oregano;1 tablespoon dried parsley;1 tablespoon grated Parmesan cheese;salt and ground black pepper to taste",3
164,Pasta Salad,Bacon Ranch Pasta Salad,https://www.allrecipes.com/recipe/69226/bacon-ranch-pasta-salad/,10 m,15 m,1 h 25 m,Original recipe yields 10 servings,336  cals,26.8 ,14.9,9.3 ,31 ,691 ,"1 (12 ounce) package uncooked tri-color rotini pasta;10 slices bacon;1 cup mayonnaise;3 tablespoons dry ranch salad dressing mix;1/4 teaspoon garlic powder;1/2 teaspoon garlic pepper;1/2 cup milk, or as needed;1 large tomato, chopped;1 (4.25 ounce) can sliced black olives;1 cup shredded sharp Cheddar cheese",3
165,Pasta Salad,Black Bean and Couscous Salad,https://www.allrecipes.com/recipe/24833/black-bean-and-couscous-salad/,30 m,35 m,,Original recipe yields 8 servings (8 to 10 servings),253  cals,5.8 ,41.1,10.3 ,0 ,415 ,"1 cup uncooked couscous;1 1/4 cups chicken broth;3 tablespoons extra virgin olive oil;2 tablespoons fresh lime juice;1 teaspoon red wine vinegar;1/2 teaspoon ground cumin;8 green onions, chopped;1 red bell pepper, seeded and chopped;1/4 cup chopped fresh cilantro;1 cup frozen corn kernels, thawed;2 (15 ounce) cans black beans, drained;salt and pepper to taste",3
166,Pasta Salad,Amish Macaroni Salad,https://www.allrecipes.com/recipe/74915/amish-macaroni-salad/,15 m,10 m,1 h 25 m,Original recipe yields 6 servings,532  cals,25.3 ,66,9 ,133 ,944 ,"2 cups uncooked elbow macaroni;3 hard-cooked eggs, chopped;1 small onion, chopped;3 stalks celery, chopped;1 small red bell pepper, seeded and chopped;2 tablespoons dill pickle relish;2 cups creamy salad dressing (e.g. Miracle Whip);3 tablespoons prepared yellow mustard;3/4 cup white sugar;2 1/4 teaspoons white vinegar;1/4 teaspoon salt;3/4 teaspoon celery seed",2
167,Pasta Salad,Spinach and Orzo Salad,https://www.allrecipes.com/recipe/26301/spinach-and-orzo-salad/,20 m,1 h 20 m,,Original recipe yields 8 servings,490  cals,26.9 ,49,15.8 ,25 ,349 ,"1 (16 ounce) package uncooked orzo pasta;1 (10 ounce) package baby spinach leaves, finely chopped;1/2 pound crumbled feta cheese;1/2 red onion, finely chopped;3/4 cup pine nuts;1/2 teaspoon dried basil;1/4 teaspoon ground white pepper;1/2 cup olive oil;1/2 cup balsamic vinegar",1
168,Pasta Salad,Broccoli and Tortellini Salad,https://www.allrecipes.com/recipe/14153/broccoli-and-tortellini-salad/,,,,,,,,,,,,0
169,Pasta Salad,Awesome Pasta Salad,https://www.allrecipes.com/recipe/52734/awesome-pasta-salad/,30 m,10 m,40 m,Original recipe yields 16 servings,310  cals,17.7 ,25.9,12.9 ,31 ,913 ,"1 (16 ounce) package fusilli (spiral) pasta;3 cups cherry tomatoes, halved;1/2 pound provolone cheese, cubed;1/2 pound salami, cubed;1/4 pound sliced pepperoni, cut in half;1 large green bell pepper, cut into 1 inch pieces;1 (10 ounce) can black olives, drained;1 (4 ounce) jar pimentos, drained;1 (8 ounce) bottle Italian salad dressing",2
170,Pasta Salad,Mom's Best Macaroni Salad,https://www.allrecipes.com/recipe/65052/moms-best-macaroni-salad/,30 m,30 m,,Original recipe yields 16 servings,424  cals,24.7 ,45,6.6 ,19 ,205 ,"16 ounces uncooked elbow macaroni;4 carrots, shredded;1 large red onion, chopped;1/2 green bell pepper, seeded and chopped;1/2 red bell pepper, seeded and chopped;1 cup chopped celery;2 cups mayonnaise;1 (14 ounce) can sweetened condensed milk;1/2 cup white sugar;1/2 cup white vinegar;salt and pepper to taste",2
171,Pasta Salad,Greek Orzo Salad,https://www.allrecipes.com/recipe/19389/greek-orzo-salad/,1 h 10 m,10 m,1 h 20 m,Original recipe yields 6 servings,326  cals,10.2 ,48.7,13.1 ,22 ,615 ,"1 1/2 cups uncooked orzo pasta;2 (6 ounce) cans marinated artichoke hearts;1 tomato, seeded and chopped;1 cucumber, seeded and chopped;1 red onion, chopped;1 cup crumbled feta cheese;1 (2 ounce) can black olives, drained;1/4 cup chopped fresh parsley;1 tablespoon lemon juice;1/2 teaspoon dried oregano;1/2 teaspoon lemon pepper",3
172,Pasta Salad,BLT Pasta Salad,https://www.allrecipes.com/recipe/72823/blt-pasta-salad/,15 m,10 m,3 h 25 m,Original recipe yields 10 servings,341  cals,15.5 ,38.2,12.2 ,26 ,711 ,"1 (16 ounce) package medium seashell pasta;1 pound sliced bacon;1 1/2 cups light Ranch-style salad dressing;1 small onion, chopped;2 tomatoes, chopped",3
173,Pasta Salad,Garden Pasta Salad,https://www.allrecipes.com/recipe/11883/garden-pasta-salad/,15 m,15 m,1 h 30 m,Original recipe yields 10 servings,449  cals,27.4 ,45.1,8.4 ,4 ,1540 ,"1 (16 ounce) package uncooked tri-color spiral pasta;1/2 cup thinly sliced carrots;2 stalks celery, chopped;1/2 cup chopped green bell pepper;1/2 cup cucumber, peeled and thinly sliced;2 large tomatoes, diced;1/4 cup chopped onion;2 (16 ounce) bottles Italian-style salad dressing;1/2 cup grated Parmesan cheese",4
174,Pasta Salad,Spinach and Tortellini Salad,https://www.allrecipes.com/recipe/14440/spinach-and-tortellini-salad/,15 m,15 m,30 m,Original recipe yields 4 servings,377  cals,23.2 ,33.1,13.1 ,17 ,1420 ,"1 (9 ounce) package cheese-filled tortellini;1 (10 ounce) package frozen chopped spinach, thawed and drained;1/3 cup grated Parmesan cheese;2 cups cherry tomatoes, halved;1 (2 ounce) can sliced black olives;1 (8 ounce) bottle Italian-style salad dressing",2
175,Pasta Salad,Asian Salad,https://www.allrecipes.com/recipe/11925/asian-salad/,20 m,10 m,30 m,Original recipe yields 10 servings,374  cals,32.3 ,19.5,4.7 ,24 ,321 ,"2 (3 ounce) packages ramen noodles, crushed;1 cup blanched slivered almonds;2 teaspoons sesame seeds;1/2 cup butter, melted;1 head napa cabbage, shredded;1 bunch green onions, chopped;3/4 cup vegetable oil;1/4 cup distilled white vinegar;1/2 cup white sugar;2 tablespoons soy sauce",3
176,Pasta Salad,Italian Confetti  Pasta Salad,https://www.allrecipes.com/recipe/11752/italian-confetti-pasta-salad/,,,,Original recipe yields 6 servings,354  cals,30.9 ,17.7,3.4 ,14 ,702 ,"1 cup mayonnaise;1 tablespoon red wine vinegar;1 teaspoon salt;1/4 teaspoon ground black pepper;1 clove garlic, minced;1 1/2 tablespoons chopped fresh basil;2 cups colored rotini pasta;1 cup chopped tomatoes;1/2 cup chopped yellow bell pepper;1/2 cup sliced black olives",2
177,Pasta Salad,Greek Pasta Salad,https://www.allrecipes.com/recipe/176650/greek-pasta-salad/,20 m,10 m,3 h 30 m,Original recipe yields 8 servings,307  cals,23.6 ,19.3,5.4 ,14 ,258 ,"2 cups penne pasta;1/4 cup red wine vinegar;1 tablespoon lemon juice;2 cloves garlic, crushed;2 teaspoons dried oregano;salt and pepper to taste;2/3 cup extra-virgin olive oil;10 cherry tomatoes, halved;1 small red onion, chopped;1 green bell pepper, chopped;1 red bell pepper, chopped;1/2 cucumber, sliced;1/2 cup sliced black olives;1/2 cup crumbled feta cheese",2
178,Pasta Salad,Mandarin Chicken Pasta Salad,https://www.allrecipes.com/recipe/143555/mandarin-chicken-pasta-salad/,,,,,,,,,,,,0
179,Pasta Sauces,Courtney's Three Tomato Pasta Sauce,https://www.allrecipes.com/recipe/132326/courtneys-three-tomato-pasta-sauce/,20 m,30 m,50 m,Original recipe yields 4 servings,756  cals,62.5 ,29.4,21.9 ,134 ,1291 ,"1/2 pound bulk mild Italian sausage;1/2 pound bulk hot Italian sausage;1/4 cup olive oil from jar of sun-dried tomatoes;1/2 large onion, coarsely chopped;3 tablespoons minced garlic;1 (28 ounce) can Italian-style diced tomatoes;1 1/2 cups oil-packed sun-dried tomatoes, drained and sliced;salt and pepper to taste;Italian seasoning to taste;1 cup cream;1 pound cherry tomatoes, halved",3
180,Pasta Sauces,Classic Alfredo Sauce,https://www.allrecipes.com/recipe/12065/classic-alfredo-sauce/,,,,Original recipe yields 2 servings,714  cals,72 ,5,14.5 ,340 ,580 ,3 tablespoons butter;8 fluid ounces heavy whipping cream;salt to taste;1 pinch ground nutmeg;1/4 cup grated Parmesan cheese;1/4 cup grated Romano cheese;1 egg yolk;2 tablespoons grated Parmesan cheese,1
181,Pasta Sauces,Best Marinara,https://www.allrecipes.com/recipe/19855/best-marinara/,5 m,20 m,25 m,Original recipe yields 6 servings,143  cals,5.4 ,23.5,5 ,0 ,494 ,"2 tablespoons vegetable oil;1 cup chopped onion;2 cloves garlic, minced;2 stalks celery, chopped;1 1/2 (28 ounce) cans crushed tomatoes;1 (6 ounce) can tomato paste;2 teaspoons dried parsley;1 teaspoon dried basil;1 teaspoon dried oregano;salt and pepper to taste",1
182,Pasta Sauces,Wedding Gift Spaghetti Sauce,https://www.allrecipes.com/recipe/233348/wedding-gift-spaghetti-sauce/,10 m,2 h 30 m,2 h 40 m,Original recipe yields 30 servings,137  cals,10.2 ,6.5,5.9 ,26 ,564 ,"1/2 cup butter;3 tablespoons olive oil;1 large onion, chopped;3 cloves garlic, chopped;1 pound ground beef;1 pound mild sausage;4 teaspoons Italian seasoning;2 teaspoons salt (optional);2 teaspoons dried rosemary;1 1/2 teaspoons dried oregano;1/2 teaspoon ground black pepper;76 fluid ounces water;1 (29 ounce) can tomato puree;3 (6 ounce) cans tomato paste",2
183,Pasta Sauces,Vodka Sauce,https://www.allrecipes.com/recipe/49165/vodka-sauce/,15 m,30 m,45 m,Original recipe yields 4 servings,781  cals,56.3 ,16.5,21 ,156 ,3119 ,"1 cup vodka;1 teaspoon crushed red pepper flakes;2 tablespoons olive oil;3/4 pound prosciutto, chopped;1 large clove garlic, minced;2 tablespoons chopped fresh parsley;2 tablespoons chopped fresh basil;salt and pepper to taste;1 (28 ounce) can roma tomatoes, with juice;2 (8 ounce) cans tomato sauce;1 cup heavy cream",2
184,Pasta Sauces,Salsa di Noci,https://www.allrecipes.com/recipe/223028/salsa-di-noci/,10 m,15 m,25 m,Original recipe yields 4 servings,1066  cals,71.7 ,90.4,22.3 ,61 ,190 ,"3 cups water, or as needed;1 1/2 cups walnuts;2 cloves garlic, peeled;1 pinch sea salt;1 teaspoon chopped fresh marjoram;1 teaspoon chopped fresh thyme;1 teaspoon chopped fresh oregano;1/2 cup extra-virgin olive oil;3/4 cup heavy cream;1 cup finely grated Pecorino Romano cheese;freshly ground black pepper to taste;sea salt to taste;1 (16 ounce) box dry fettuccine pasta;1/2 bunch fresh chives, finely chopped",5
185,Pasta Sauces,Spinach Basil Pesto,https://www.allrecipes.com/recipe/200283/spinach-basil-pesto/,20 m,20 m,,Original recipe yields 24 servings (12 frozen cubes),67  cals,6.6 ,0.8,1.5 ,1 ,87 ,"1 1/2 cups baby spinach leaves;3/4 cup fresh basil leaves;1/2 cup toasted pine nuts;1/2 cup grated Parmesan cheese;4 cloves garlic, peeled and quartered;3/4 teaspoon kosher salt;1/2 teaspoon freshly ground black pepper;1 tablespoon fresh lemon juice;1/2 teaspoon lemon zest;1/2 cup extra-virgin olive oil",1
186,Pasta Sauces,Meat Gravy,https://www.allrecipes.com/recipe/222678/meat-gravy/,1 h 30 m,5 h,6 h 30 m,Original recipe yields 30 servings,277  cals,16.7 ,11.7,19.1 ,62 ,944 ,"1/4 cup extra virgin olive oil;1 (2 1/2 pound) pork shoulder roast;24 cloves garlic, peeled and lightly cracked into large pieces (divided);2 pounds pork spareribs;2 pounds beef oxtails, cut into pieces;1 lamb shank (optional);8 (28 ounce) cans Italian-style whole peeled tomatoes;1 pound hot Italian sausage, casings removed;1 pound sweet Italian sausage, casings removed;3 (6 ounce) cans tomato paste;2 teaspoons salt, or to taste;fresh ground black pepper to taste;1 pinch crushed red pepper flakes;1/2 cup Burgundy wine or other dry red wine;8 leaves basil, chopped",8
187,Pasta Sauces,The Best Clam Sauce,https://www.allrecipes.com/recipe/18148/the-best-clam-sauce/,5 m,40 m,45 m,Original recipe yields 4 servings,906  cals,39.2 ,73.8,60.6 ,185 ,594 ,"1 (16 ounce) package dry linguini;1 onion, chopped;6 cloves garlic, chopped;3 tablespoons olive oil;4 (6.5 ounce) cans minced clams;1/2 cup butter;salt and pepper to taste;2 tablespoons dry white wine",4
188,Pasta Sauces,Quick and Easy Alfredo Sauce,https://www.allrecipes.com/recipe/19402/quick-and-easy-alfredo-sauce/,5 m,5 m,10 m,Original recipe yields 4 servings,648  cals,57.1 ,10,25.1 ,170 ,1030 ,1/2 cup butter;1 (8 ounce) package cream cheese;2 teaspoons garlic powder;2 cups milk;6 ounces grated Parmesan cheese;1/8 teaspoon ground black pepper,1
189,Pasta Sauces,Alfredo Sauce,https://www.allrecipes.com/recipe/22831/alfredo-sauce/,10 m,10 m,20 m,Original recipe yields 4 servings,439  cals,42.1 ,3.4,13 ,138 ,565 ,"1/4 cup butter;1 cup heavy cream;1 clove garlic, crushed;1 1/2 cups freshly grated Parmesan cheese;1/4 cup chopped fresh parsley",1
190,Pasta Sauces,Italian Spaghetti Sauce with Meatballs,https://www.allrecipes.com/recipe/21353/italian-spaghetti-sauce-with-meatballs/,20 m,2 h,2 h 20 m,Original recipe yields 6 servings,349  cals,21.2 ,23.7,18.9 ,77 ,1492 ,"MEATBALLS;1 pound lean ground beef;1 cup fresh bread crumbs;1 tablespoon dried parsley;1 tablespoon grated Parmesan cheese;1/4 teaspoon ground black pepper;1/8 teaspoon garlic powder;1 egg, beaten;SAUCE;3/4 cup chopped onion;5 cloves garlic, minced;1/4 cup olive oil;2 (28 ounce) cans whole peeled tomatoes;2 teaspoons salt;1 teaspoon white sugar;1 bay leaf;1 (6 ounce) can tomato paste;3/4 teaspoon dried basil;1/2 teaspoon ground black pepper",2
191,Pasta Sauces,Exquisite Pizza Sauce,https://www.allrecipes.com/recipe/17319/exquisite-pizza-sauce/,10 m,40 m,,Original recipe yields 4 servings (1 pizza),89  cals,1.3 ,18,3.7 ,4 ,551 ,1 (6 ounce) can tomato paste;6 fluid ounces warm water (110 degrees F/45 degrees C);3 tablespoons grated Parmesan cheese;1 teaspoon minced garlic;2 tablespoons honey;1 teaspoon anchovy paste (optional);3/4 teaspoon onion powder;1/4 teaspoon dried oregano;1/4 teaspoon dried marjoram;1/4 teaspoon dried basil;1/4 teaspoon ground black pepper;1/8 teaspoon cayenne pepper;1/8 teaspoon dried red pepper flakes;salt to taste,2
192,Pasta Sauces,Best Marinara Sauce Yet,https://www.allrecipes.com/recipe/11966/best-marinara-sauce-yet/,15 m,30 m,45 m,Original recipe yields 8 servings (4 cups),151  cals,10.5 ,11.7,2 ,0 ,685 ,"2 (14.5 ounce) cans stewed tomatoes;1 (6 ounce) can tomato paste;4 tablespoons chopped fresh parsley;1 clove garlic, minced;1 teaspoon dried oregano;1 teaspoon salt;1/4 teaspoon ground black pepper;6 tablespoons olive oil;1/3 cup finely diced onion;1/2 cup white wine",3
193,Pasta Sauces,Tomato-Cream Sauce for Pasta,https://www.allrecipes.com/recipe/23404/tomato-cream-sauce-for-pasta/,5 m,15 m,20 m,Original recipe yields 5 servings,182  cals,16.6 ,6.7,1.7 ,39 ,270 ,"2 tablespoons olive oil;1 onion, diced;1 clove garlic, minced;1 (14.5 ounce) can Italian-style diced tomatoes, undrained;1 tablespoon dried basil leaves;3/4 teaspoon white sugar;1/4 teaspoon dried oregano;1/4 teaspoon salt;1/8 teaspoon ground black pepper;1/2 cup heavy cream;1 tablespoon butter",1
194,Pasta Sauces,Spaghetti Sauce with Ground Beef,https://www.allrecipes.com/recipe/158140/spaghetti-sauce-with-ground-beef/,15 m,1 h 10 m,1 h 25 m,Original recipe yields 8 servings,185  cals,9.3 ,15,12.4 ,35 ,931 ,"1 pound ground beef;1 onion, chopped;4 cloves garlic, minced;1 small green bell pepper, diced;1 (28 ounce) can diced tomatoes;1 (16 ounce) can tomato sauce;1 (6 ounce) can tomato paste;2 teaspoons dried oregano;2 teaspoons dried basil;1 teaspoon salt;1/2 teaspoon black pepper",2
195,Pasta Sauces,Easy Pizza Sauce III,https://www.allrecipes.com/recipe/44975/easy-pizza-sauce-iii/,5 m,5 m,,Original recipe yields 24 servings (2 3/4 cups (4 pizzas)),11  cals,0.1 ,2.6,0.6 ,0 ,148 ,1 (15 ounce) can tomato sauce;1 (6 ounce) can tomato paste;1 tablespoon ground oregano;1 1/2 teaspoons dried minced garlic;1 teaspoon ground paprika,1
196,Pasta Sauces,World's Best Pasta Sauce!,https://www.allrecipes.com/recipe/130358/worlds-best-pasta-sauce/,15 m,1 h 30 m,1 h 45 m,Original recipe yields 16 servings,157  cals,8.6 ,11.9,9.6 ,24 ,673 ,"1 pound sweet Italian sausage, sliced;3/4 pound lean ground beef;1/2 cup minced onion;2 cloves garlic, crushed;1 (28 ounce) can crushed tomatoes;2 (6 ounce) cans tomato paste;2 (6.5 ounce) cans tomato sauce;1/2 cup water;2 tablespoons white sugar;1 1/2 teaspoons dried basil;1/2 teaspoon fennel seed;1 teaspoon Italian seasoning;1/2 teaspoon salt;1/4 teaspoon ground black pepper",1
197,Pasta Sauces,Easy Alfredo Sauce I,https://www.allrecipes.com/recipe/11945/easy-alfredo-sauce-i/,15 m,15 m,,Original recipe yields 8 servings,372  cals,37.8 ,2.3,7.1 ,125 ,334 ,1 pint heavy whipping cream;1/2 cup butter;1 1/2 cups grated Parmesan cheese,1
