,category,recipe-name,recipe-url,prep-time,cook-time,total-time,servings,calories,fat-g,carbs-g,protein-g,cholesterol-mg,sodium-mg,ingredients,num_steps
85,Noodles,Afghan Beef Raviolis (Mantwo),https://www.allrecipes.com/recipe/81568/afghan-beef-raviolis-mantwo/,45 m,1 h 25 m,2 h 10 m,Original recipe yields 4 servings,506  cals,15.6 ,56.8,34 ,76 ,1173 ,"3/4 cup plain yogurt;1 teaspoon chopped fresh mint leaves;2 cloves garlic, crushed;1 pound ground beef;1 1/2 cups chopped onion;1 cup water;1 carrot, grated;3/4 teaspoon salt;1 teaspoon ground black pepper;1 1/2 teaspoons ground coriander;1/2 teaspoon ground cumin;26 wonton wrappers;1 tablespoon tomato paste;1/8 teaspoon red pepper flakes;2 tablespoons water;1/2 cup dried yellow split peas;1/8 teaspoon red pepper flakes;1 teaspoon ground coriander;1/4 teaspoon ground cumin;1 cube chicken bouillon;1 1/2 cups water",7
86,Noodles,Chinese Noodle Pancakes with Asparagus,https://www.allrecipes.com/recipe/14008/chinese-noodle-pancakes-with-asparagus/,10 m,30 m,40 m,Original recipe yields 4 servings,513  cals,12.5 ,93.6,16.6 ,0 ,497 ,"1 pound fresh Chinese wheat noodles;1/2 pound fresh asparagus;2 tablespoons canola oil;2 cloves garlic, minced;1 teaspoon minced fresh ginger root;1 cup water;1 tablespoon cornstarch;2 tablespoons Chinese rice wine;2 tablespoons soy sauce;1 tablespoon fermented black beans;8 ounces spinach with stems, rinsed;2 teaspoons dark sesame oil;salt and pepper to taste",5
87,Noodles,Quick and Easy Chicken Noodle Soup,https://www.allrecipes.com/recipe/26460/quick-and-easy-chicken-noodle-soup/,,,,,,,,,,,,0
88,Noodles,Best Tuna Casserole,https://www.allrecipes.com/recipe/17219/best-tuna-casserole/,15 m,20 m,35 m,Original recipe yields 6 servings,595  cals,26.1 ,58.1,32.1 ,99 ,1061 ,"1 (12 ounce) package egg noodles;1/4 cup chopped onion;2 cups shredded Cheddar cheese;1 cup frozen green peas;2 (5 ounce) cans tuna, drained;2 (10.75 ounce) cans condensed cream of mushroom soup;1/2 (4.5 ounce) can sliced mushrooms;1 cup crushed potato chips",4
89,Noodles,Pizza Casserole,https://www.allrecipes.com/recipe/18781/pizza-casserole/,30 m,30 m,1 h,Original recipe yields 7 servings (6 to 8 servings),386  cals,25.3 ,17.7,20.2 ,79 ,903 ,"2 cups uncooked egg noodles;1/2 pound lean ground beef;1 onion, chopped;2 cloves garlic, minced;1 green bell pepper, chopped;1 cup sliced pepperoni sausage;16 ounces pizza sauce;4 tablespoons milk;1 cup shredded mozzarella cheese",4
90,Noodles,Chicken Noodle Casserole I,https://www.allrecipes.com/recipe/11864/chicken-noodle-casserole-i/,,,,,,,,,,,,0
91,Noodles,Grandma's Chicken Noodle Soup,https://www.allrecipes.com/recipe/13206/grandmas-chicken-noodle-soup/,,,,,,,,,,,,0
92,Noodles,Tuna Noodle Casserole from Scratch,https://www.allrecipes.com/recipe/86069/tuna-noodle-casserole-from-scratch/,30 m,45 m,1 h 15 m,Original recipe yields 6 servings,546  cals,31.2 ,39.9,27.2 ,121 ,786 ,"1/2 cup butter, divided;1 (8 ounce) package uncooked medium egg noodles;1/2 medium onion, finely chopped;1 stalk celery, finely chopped;1 clove garlic, minced;8 ounces button mushrooms, sliced;1/4 cup all-purpose flour;2 cups milk;salt and pepper to taste;2 (5 ounce) cans tuna, drained and flaked;1 cup frozen peas, thawed;3 tablespoons bread crumbs;2 tablespoons butter, melted;1 cup shredded Cheddar cheese",5
93,Noodles,Peanut Butter Noodles,https://www.allrecipes.com/recipe/11835/peanut-butter-noodles/,15 m,10 m,25 m,Original recipe yields 4 servings,330  cals,12 ,46.8,10.7 ,0 ,1188 ,"1/2 cup chicken broth;1 1/2 tablespoons minced fresh ginger root;3 tablespoons soy sauce;3 tablespoons peanut butter;1 1/2 tablespoons honey;2 teaspoons hot chile paste (optional);3 cloves garlic, minced;8 ounces Udon noodles;1/4 cup chopped green onions;1/4 cup chopped peanuts",2
94,Noodles,Beef Tips and Noodles,https://www.allrecipes.com/recipe/23915/beef-tips-and-noodles/,10 m,1 h,1 h 15 m,Original recipe yields 8 servings,314  cals,8.8 ,41.1,17.4 ,65 ,673 ,"1 pound sirloin tips, cubed;1 (10.75 ounce) can condensed cream of mushroom soup;1 (1.25 ounce) package beef with onion soup mix;1 (4.5 ounce) can mushrooms, drained;1 cup water;1 (16 ounce) package wide egg noodles",4
95,Noodles,Simple Hamburger Stroganoff,https://www.allrecipes.com/recipe/23260/simple-hamburger-stroganoff/,20 m,10 m,30 m,Original recipe yields 6 servings,735  cals,42 ,60.9,28.9 ,159 ,1134 ,"1 (16 ounce) package egg noodles;1 pound lean ground beef;1 (.75 ounce) packet dry brown gravy mix;1 (8 ounce) package cream cheese;1 (6 ounce) can chopped mushrooms, with liquid;1/2 cup milk;1 (8 ounce) container sour cream;2 (10.75 ounce) cans condensed cream of mushroom soup",3
96,Noodles,Chicken Noodle Soup,https://www.allrecipes.com/recipe/8562/chicken-noodle-soup/,,,,,,,,,,,,0
97,Noodles,Egg Noodles,https://www.allrecipes.com/recipe/11991/egg-noodles/,15 m,3 m,33 m,Original recipe yields 7 servings (6 to 8 servings),206  cals,3.8 ,35,7 ,59 ,40 ,"2 1/2 cups all-purpose flour;1 pinch salt;2 eggs, beaten;1/2 cup milk;1 tablespoon butter",4
98,Noodles,Easy Beef Stroganoff,https://www.allrecipes.com/recipe/11880/easy-beef-stroganoff/,10 m,20 m,30 m,Original recipe yields 8 servings,602  cals,37.4 ,36.1,28.9 ,148 ,633 ,"1 (12 ounce) package egg noodles, cooked and drained;6 ounces fresh mushrooms, sliced;1 onion, chopped;1/4 cup butter;2 pounds lean ground beef;4 tablespoons all-purpose flour;2 cups beef broth;1 cup sour cream;salt and black pepper to taste",3
99,Noodles,Simple Beef Stroganoff,https://www.allrecipes.com/recipe/16311/simple-beef-stroganoff/,20 m,10 m,30 m,Original recipe yields 4 servings,679  cals,40.5 ,48.2,28.7 ,159 ,660 ,1 (8 ounce) package egg noodles;1 pound ground beef;1 (10.75 ounce) can fat free condensed cream of mushroom soup;1 tablespoon garlic powder;1/2 cup sour cream;salt and pepper to taste,3
100,Noodles,Pad Thai,https://www.allrecipes.com/recipe/42968/pad-thai/,,,,,,,,,,,,0
101,Noodles,Vietnamese Fresh Spring Rolls,https://www.allrecipes.com/recipe/24239/vietnamese-fresh-spring-rolls/,45 m,5 m,50 m,Original recipe yields 8 servings (8 spring rolls),82  cals,0.7 ,15.8,3.3 ,11 ,305 ,"2 ounces rice vermicelli;8 rice wrappers (8.5 inch diameter);8 large cooked shrimp - peeled, deveined and cut in half;1 1/3 tablespoons chopped fresh Thai basil;3 tablespoons chopped fresh mint leaves;3 tablespoons chopped fresh cilantro;2 leaves lettuce, chopped;4 teaspoons fish sauce;1/4 cup water;2 tablespoons fresh lime juice;1 clove garlic, minced;2 tablespoons white sugar;1/2 teaspoon garlic chili sauce;3 tablespoons hoisin sauce;1 teaspoon finely chopped peanuts",5
102,Noodles,Ramen Coleslaw,https://www.allrecipes.com/recipe/14441/ramen-coleslaw/,15 m,10 m,25 m,Original recipe yields 4 servings,253  cals,12.5 ,30.5,7.1 ,0 ,543 ,"2 tablespoons vegetable oil;3 tablespoons white wine vinegar;2 tablespoons white sugar;1 (3 ounce) package chicken flavored ramen noodles, crushed, seasoning packet reserved;1/2 teaspoon salt;1/2 teaspoon ground black pepper;2 tablespoons sesame seeds;1/4 cup sliced almonds;1/2 medium head cabbage, shredded;5 green onions, chopped",4
103,Noodles,Quick and Easy Tuna Casserole,https://www.allrecipes.com/recipe/16964/quick-and-easy-tuna-casserole/,5 m,25 m,30 m,Original recipe yields 5 servings (5 to 7 servings),662  cals,24.2 ,71.8,38.4 ,112 ,1828 ,"1 (12 ounce) package egg noodles;2 cups frozen green peas;2 (10.75 ounce) cans condensed cream of mushroom soup;2 (5 ounce) cans tuna, drained;1 onion, chopped;10 slices American processed cheese;ground black pepper to taste",2
104,Noodles,Portobello Mushroom Stroganoff,https://www.allrecipes.com/recipe/60923/portobello-mushroom-stroganoff/,10 m,20 m,30 m,Original recipe yields 4 servings,525  cals,30.1 ,53.3,12.8 ,101 ,295 ,"3 tablespoons butter;1 large onion, chopped;3/4 pound portobello mushrooms, sliced;1 1/2 cups vegetable broth;1 1/2 cups sour cream;3 tablespoons all-purpose flour;1/4 cup chopped fresh parsley;8 ounces dried egg noodles",4
105,Noodles,Shrimp and Asparagus,https://www.allrecipes.com/recipe/18149/shrimp-and-asparagus/,20 m,30 m,50 m,Original recipe yields 8 servings (4 servings),653  cals,42.2 ,45.4,24.7 ,199 ,340 ,"1 pound fresh asparagus;1 (16 ounce) package egg noodles;4 cloves garlic, minced;1/2 cup extra virgin olive oil;1 cup butter;1 tablespoon lemon juice;1 pound medium shrimp - peeled and deveined;1 pound fresh mushrooms, thinly sliced;1/2 cup grated Parmesan cheese;salt and pepper to taste",5
106,Noodles,Beef Stroganoff for Instant Pot®,https://www.allrecipes.com/recipe/258468/beef-stroganoff-for-instant-pot/,20 m,37 m,1 h 2 m,Original recipe yields 8 servings,536  cals,26.2 ,45.2,29 ,121 ,1312 ,"2 tablespoons canola oil;1/2 onion, diced;2 teaspoons salt, divided;2 pounds beef stew meat, cut into 1-inch cubes;1 teaspoon freshly ground black pepper;3 cloves garlic, minced;1/2 teaspoon dried thyme;2 tablespoons soy sauce;3 cups chopped mushrooms;2 tablespoons all-purpose flour;3 cups chicken broth;1 (16 ounce) package wide egg noodles;3/4 cup sour cream, or to taste",5
107,Pasta Appetizers,Shirataki-Carrot Curry Croquettes,https://www.allrecipes.com/recipe/238084/shirataki-carrot-curry-croquettes/,15 m,15 m,30 m,Original recipe yields 15 servings,12  cals,0.1 ,2.2,1.2 ,0 ,102 ,"2 carrots, grated;16 ounces tofu shirataki noodles;4 egg whites;1/4 cup minced fresh chives;1/4 cup minced fresh cilantro;1 tablespoon curry powder;1 teaspoon dried onion flakes;1/2 teaspoon garlic powder;1/2 teaspoon salt;cooking spray",4
108,Pasta Appetizers,Korean Egg Roll Triangles,https://www.allrecipes.com/recipe/91083/korean-egg-roll-triangles/,45 m,15 m,1 h,Original recipe yields 6 servings,534  cals,28.4 ,56.9,14.6 ,67 ,1177 ,"1/2 (8 ounce) package dry thin Asian rice noodles (rice vermicelli);1/2 medium head cabbage, cored and shredded;1 (12 ounce) package firm tofu;2 small zucchini, shredded;4 green onions, finely chopped;4 cloves garlic, finely chopped;1 tablespoon ground black pepper;2 tablespoons Asian (toasted) sesame oil;2 eggs, slightly beaten;2 teaspoons salt;1 (12 ounce) package round wonton wrappers;1/2 cup vegetable oil for frying",4
109,Pasta Appetizers,St. Louis Toasted Ravioli,https://www.allrecipes.com/recipe/16907/st-louis-toasted-ravioli/,15 m,10 m,30 m,Original recipe yields 6 servings (2 dozen),377  cals,19.3 ,39.5,11.6 ,57 ,888 ,"2 tablespoons whole milk;1 egg;3/4 cup Italian seasoned bread crumbs;1/2 teaspoon salt (optional);1/2 (25 ounce) package frozen cheese ravioli, thawed;3 cups vegetable oil for frying;1 tablespoon grated Parmesan cheese;1 (16 ounce) jar spaghetti sauce",3
110,Pasta Appetizers,Fried Farfalle Chips,https://www.allrecipes.com/recipe/19339/fried-farfalle-chips/,15 m,15 m,30 m,Original recipe yields 12 servings (4 cups),69  cals,5.1 ,5,1.3 ,< 1 ,15 ,2 cups bow tie pasta;4 tablespoons vegetable oil;2 tablespoons grated Parmesan cheese;1 teaspoon chili powder;1 teaspoon garlic powder;1 teaspoon dry mustard,3
111,Pasta Appetizers,Tasty Tortellinis,https://www.allrecipes.com/recipe/11783/tasty-tortellinis/,,,,Original recipe yields 12 servings (12 appetizer size servings),250  cals,18.4 ,16.4,5.9 ,13 ,312 ,"20 ounces cheese tortellini;1/3 cup red wine vinegar;3/4 cup olive oil;1 1/2 tablespoons prepared Dijon-style mustard;2 cloves garlic, minced;2 tablespoons chopped fresh basil;2 tablespoons chopped fresh parsley;4 green onions, thinly sliced;salt to taste;ground black pepper to taste;1 cup black olives;6 tablespoons grated Parmesan cheese",3
112,Pasta Appetizers,Vietnamese Fresh Spring Rolls,https://www.allrecipes.com/recipe/24239/vietnamese-fresh-spring-rolls/,45 m,5 m,50 m,Original recipe yields 8 servings (8 spring rolls),82  cals,0.7 ,15.8,3.3 ,11 ,305 ,"2 ounces rice vermicelli;8 rice wrappers (8.5 inch diameter);8 large cooked shrimp - peeled, deveined and cut in half;1 1/3 tablespoons chopped fresh Thai basil;3 tablespoons chopped fresh mint leaves;3 tablespoons chopped fresh cilantro;2 leaves lettuce, chopped;4 teaspoons fish sauce;1/4 cup water;2 tablespoons fresh lime juice;1 clove garlic, minced;2 tablespoons white sugar;1/2 teaspoon garlic chili sauce;3 tablespoons hoisin sauce;1 teaspoon finely chopped peanuts",5
113,Pasta Appetizers,Amazing Crab Shells,https://www.allrecipes.com/recipe/14875/amazing-crab-shells/,2 h 40 m,2 h 40 m,,Original recipe yields 36 servings (3 dozen),130  cals,4.9 ,15.8,5.4 ,22 ,278 ,"36 jumbo pasta shells;2 (8 ounce) packages Neufchatel cheese;1 pound imitation crabmeat;6 ounces cooked tiny shrimp;1 onion, minced;2 stalks celery, chopped;1/3 cup mayonnaise;2 tablespoons white sugar;1 1/2 teaspoons salt;1/2 teaspoon ground black pepper;1 teaspoon lemon juice",3
114,Pasta Appetizers,Potstickers (Chinese Dumplings),https://www.allrecipes.com/recipe/202975/potstickers-chinese-dumplings/,50 m,12 m,1 h 2 m,Original recipe yields 12 servings (50 potstickers),411  cals,22.3 ,16.1,34.5 ,152 ,454 ,"1 pound raw shrimp, peeled and deveined;4 pounds ground beef;1 tablespoon minced fresh ginger root;1 shallot, minced;1 bunch green onions, chopped;3 leaves napa cabbage, chopped;2 tablespoons soy sauce;1 teaspoon Asian (toasted) sesame oil;salt and white pepper to taste;1 pinch white sugar;1 (10 ounce) package round gyoza/potsticker wrappers;vegetable oil;1/4 cup water",3
115,Pasta Appetizers,Tortellini Bites,https://www.allrecipes.com/recipe/14841/tortellini-bites/,20 m,5 m,30 m,Original recipe yields 24 servings,87  cals,4 ,9.6,3.3 ,15 ,284 ,"1 (32 fluid ounce) container chicken broth, divided;1 (16 ounce) package prepared cheese tortellini, thawed;2 cloves crushed garlic;2 teaspoons dried basil;1/4 cup butter;2 tablespoons cornstarch;1/3 cup grated Parmesan cheese",4
116,Pasta Appetizers,Cinnamon Snack Mix,https://www.allrecipes.com/recipe/24899/cinnamon-snack-mix/,10 m,10 m,20 m,Original recipe yields 24 servings (12 cups),161  cals,6.3 ,25.4,2 ,7 ,213 ,"5 cups honey graham cereal;3 cups cinnamon-flavored bear-shaped graham cookies;2 cups ramen noodles, crushed;3/4 cup sliced almonds;1 cup golden raisins;1/3 cup butter;1/3 cup honey;1 teaspoon orange juice",4
117,Pasta Appetizers,Vietnamese Salad Rolls,https://www.allrecipes.com/recipe/24231/vietnamese-salad-rolls/,20 m,5 m,25 m,Original recipe yields 8 servings (8 salad rolls),187  cals,1.5 ,31.2,11.6 ,57 ,344 ,"1 (8 ounce) package rice vermicelli;8 ounces cooked, peeled shrimp, cut in half lengthwise;8 rice wrappers (6.5 inch diameter);1 carrot, julienned;1 cup shredded lettuce;1/4 cup chopped fresh basil;1/2 cup hoisin sauce;water as needed",4
118,Pasta Appetizers,Thai Basil Rolls with Hoisin-Peanut Sauce,https://www.allrecipes.com/recipe/68542/thai-basil-rolls-with-hoisin-peanut-sauce/,20 m,30 m,50 m,Original recipe yields 12 servings (12 rolls),195  cals,4.3 ,29.2,9.6 ,38 ,448 ,Rolls;1/2 pound medium shrimp;1/2 pound pork loin;1 (8 ounce) package rice noodles;12 round rice wrapper sheets;1 bunch fresh Thai basil - leaves picked from stems;1 cup chopped fresh cilantro;1 cup chopped fresh mint;2 cups bean sprouts;Sauce;1 cup hoisin sauce;1 tablespoon creamy peanut butter;1 tablespoon water;chopped roasted peanuts,5
119,Pasta Appetizers,Tia and David's Deep Fried Tortellini,https://www.allrecipes.com/recipe/85736/tia-and-davids-deep-fried-tortellini/,15 m,10 m,25 m,Original recipe yields 6 servings,419  cals,23.1 ,41.4,13.2 ,95 ,366 ,"1 (16 ounce) package refrigerated or fresh cheese tortellini;1/4 cup bread crumbs;1/4 cup cornflake crumbs;salt and pepper to taste;dried parsley, to taste;oil for deep frying;2 eggs, lightly beaten",4
120,Pasta Appetizers,Spaghetti and Meatballs Muffin Bites,https://www.allrecipes.com/recipe/240333/spaghetti-and-meatballs-muffin-bites/,15 m,30 m,45 m,Original recipe yields 12 servings (12 muffin bites),198  cals,9.3 ,17,11 ,33 ,317 ,"6 ounces spaghetti;1 1/2 tablespoons olive oil;cooking spray;1 1/2 cups grated Parmesan cheese, divided;1 1/2 cups tomato-based pasta sauce;12 (1 ounce) cooked meatballs",5
121,Pasta Appetizers,Spring Rolls,https://www.allrecipes.com/recipe/21652/spring-rolls/,1 h 30 m,20 m,1 h 50 m,Original recipe yields 20 servings (20 - spring rolls),161  cals,11.8 ,5.9,7.8 ,63 ,268 ,"2 ounces dry soy vermicelli;4 eggs, beaten;1 onion, finely chopped;2 ounces mushrooms, drained and chopped;3/4 (4 ounce) can small shrimp, drained and chopped;1 pound lean ground pork;2 tablespoons vegetable oil;1 carrot, shredded;2 ounces crabmeat;3 ounces bean sprouts;2 pinches ground black pepper;1 tablespoon soy sauce;3 tablespoons fish sauce;1 clove garlic, chopped;20 rice wrappers (6.5 inch diameter);1 quart oil for deep frying",5
122,Pasta Appetizers,Turkey Lettuce Wraps with Shiitake Mushrooms,https://www.allrecipes.com/recipe/202709/turkey-lettuce-wraps-with-shiitake-mushrooms/,40 m,20 m,1 h,Original recipe yields 4 servings,481  cals,22.4 ,43.5,29.9 ,84 ,1284 ,"2 cups water;2 ounces mai fun (angel hair) rice noodles;1 teaspoon vegetable oil;4 shiitake mushrooms, sliced;2 teaspoons vegetable oil;1 (16 ounce) package ground turkey;6 green onions, chopped;1/4 cup chopped water chestnuts;4 teaspoons finely minced fresh ginger root;2 teaspoons minced garlic;3 tablespoons soy sauce;2 tablespoons brown sugar;1 tablespoon rice vinegar;1 teaspoon sesame oil;1 teaspoon finely grated orange zest;12 leaves green leaf lettuce;Toppings;1/2 cup bean sprouts;1 carrot, grated;1/2 cup salted peanuts;1/2 cup chopped fresh cilantro;1/2 cup sweet chili sauce",4
123,Pasta Appetizers,Butternut Mascarpone Gnocchi,https://www.allrecipes.com/recipe/222339/butternut-mascarpone-gnocchi/,30 m,30 m,9 h,Original recipe yields 12 servings,232  cals,18.4 ,12.8,5.4 ,78 ,385 ,"1 pound butternut squash;1 cup mascarpone cheese;1/2 cup finely grated Parmigiano-Reggiano cheese;2 large eggs;1 1/2 teaspoons salt;1/2 teaspoon ground black pepper;1 cup all-purpose flour, divided;1/2 cup unsalted butter;1 pinch cayenne pepper;salt and ground black pepper to taste;1/4 cup thinly sliced fresh sage leaves;1 tablespoon finely grated Parmigiano-Reggiano cheese",7
124,Pasta Appetizers,Vietnamese Spring Rolls With Dipping Sauce,https://www.allrecipes.com/recipe/223530/vietnamese-spring-rolls-with-dipping-sauce/,20 m,5 m,1 h 25 m,Original recipe yields 4 servings (4 spring rolls),137  cals,0.7 ,22.5,10.1 ,64 ,1170 ,"1/4 cup white vinegar;1/4 cup fish sauce;2 tablespoons white sugar;2 tablespoons lime juice;1 clove garlic, minced;1/4 teaspoon red pepper flakes;2 ounces rice vermicelli;8 large shrimp, peeled and deveined;4 rice wrappers (8.5 inch diameter);2 leaves lettuce, chopped;3 tablespoons finely chopped fresh mint leaves;3 tablespoons finely chopped cilantro;4 teaspoons finely chopped Thai basil",4
125,Pasta Appetizers,Linguine with Cajun-Spiced Shrimp and Corn,https://www.allrecipes.com/recipe/149119/linguine-with-cajun-spiced-shrimp-and-corn/,25 m,20 m,45 m,Original recipe yields 6 servings,508  cals,20.2 ,59.9,23.7 ,163 ,593 ,"1 (16 ounce) package linguine pasta;1 pound peeled and deveined medium shrimp;1 tablespoon liquid shrimp and crab boil seasoning;1/2 cup butter;1 teaspoon minced garlic;1/3 cup diced red onion;1/3 cup diced sweet red bell pepper;1/2 cup canned whole kernel corn, drained;1 1/2 tablespoons fresh lime juice;2 tablespoons chopped fresh cilantro;1 teaspoon dried oregano;1 teaspoon canned chipotle chile peppers in adobo sauce, finely chopped;1 teaspoon sea salt;1/2 cup half-and-half",3
126,Pasta Appetizers,RITZ Fried Ravioli,https://www.allrecipes.com/recipe/235904/ritz-fried-ravioli/,15 m,10 m,25 m,Original recipe yields 12 servings (24 ravioli),647  cals,61.5 ,19.7,6 ,29 ,362 ,"3 cups vegetable oil for frying;20 RITZ Crackers;1/2 teaspoon garlic powder;1/4 teaspoon black pepper;1 teaspoon Italian seasoning;2 tablespoons milk;1 egg;1 (12 ounce) package large refrigerated cheese ravioli (about 24);3 tablespoons grated Parmesan cheese, divided;1 1/2 cups warm marinara sauce for dipping (optional);Chopped fresh parsley (optional)",6
127,Pasta Appetizers,Vietnamese Spring Rolls,https://www.allrecipes.com/recipe/105043/vietnamese-spring-rolls/,10 m,15 m,25 m,Original recipe yields 4 servings (8 spring rolls),145  cals,0.4 ,29.7,5.2 ,20 ,890 ,"1/2 (6.75 ounce) package dried rice noodles;8 rice wrappers (8.5 inch diameter);8 fresh mint leaves;8 cooked medium shrimp, sliced in half lengthwise;1 1/2 cups bean sprouts;3 tablespoons fish sauce, or to taste;1/2 cup cilantro leaves",2
128,Pasta Appetizers,Lumpia - Filipino Shrimp and Pork Egg Rolls,https://www.allrecipes.com/recipe/94757/lumpia-filipino-shrimp-and-pork-egg-rolls/,1 h,30 m,1 h 30 m,Original recipe yields 75 servings (75 small lumpia),43  cals,2.1 ,3.7,2.1 ,7 ,115 ,"1 pound ground pork;1 cup finely chopped raw shrimp;1/2 cup finely chopped onion;1/2 cup grated carrots;1/4 cup finely chopped green onions;3 tablespoons soy sauce;1 teaspoon salt;1/2 teaspoon black pepper;1 teaspoon monosodium glutamate (MSG) (optional);1 (16 ounce) package spring roll wrappers;1 egg white, beaten;1 quart vegetable oil for frying",3
129,Pasta Appetizers,Tuna and Noodle Salad Light,https://www.allrecipes.com/recipe/216655/tuna-and-noodle-salad-light/,20 m,10 m,30 m,Original recipe yields 4 servings,376  cals,15.6 ,43.8,15.8 ,9 ,60 ,"3 cups penne pasta;1 tomato, diced;1/3 cup finely chopped red onion;1/3 cup red wine vinegar;1/4 cup extra-virgin olive oil, or more as needed;1 clove garlic, minced;1 pinch paprika;salt and freshly ground pepper to taste;1 (5 ounce) can solid white albacore tuna in water, drained",2
130,Pasta Appetizers,Authentic Vietnamese Spring Rolls (Nem Ran Hay Cha Gio),https://www.allrecipes.com/recipe/245343/authentic-vietnamese-spring-rolls-nem-ran-hay-cha-gio/,,,,,,,,,,,,0
131,Pasta Desserts,Frog Eye Salad,https://www.allrecipes.com/recipe/14439/frog-eye-salad/,15 m,30 m,14 h 5 m,Original recipe yields 10 servings,581  cals,11 ,114.1,8.6 ,37 ,648 ,"1 cup white sugar;2 tablespoons all-purpose flour;2 1/2 teaspoons salt;1 3/4 cups unsweetened pineapple juice;2 eggs, beaten;1 tablespoon lemon juice;3 quarts water;1 tablespoon vegetable oil;1 (16 ounce) package acini di pepe pasta;3 (11 ounce) cans mandarin oranges, drained;2 (20 ounce) cans pineapple tidbits, drained;1 (20 ounce) can crushed pineapple, drained;1 (8 ounce) container frozen whipped topping, thawed;1 cup miniature marshmallows;1 cup shredded coconut",3
132,Pasta Desserts,Couscous Pudding with Caramelized Pecans,https://www.allrecipes.com/recipe/245781/couscous-pudding-with-caramelized-pecans/,10 m,30 m,2 h 15 m,Original recipe yields 4 servings,485  cals,22.1 ,62.6,11.5 ,118 ,297 ,Couscous Pudding:;2/3 cup water;1/2 cup couscous;1/4 teaspoon salt;2 cups fat-free milk;1/4 cup white sugar;2 eggs;1/2 teaspoon vanilla extract;Caramelized Pecans:;3 tablespoons butter;1/2 cup chopped pecans;1/2 cup white sugar,4
133,Pasta Desserts,Peanut Butter Haystacks,https://www.allrecipes.com/recipe/10985/peanut-butter-haystacks/,,,,Original recipe yields 12 servings (2 dozen),219  cals,14.8 ,16.8,4.8 ,0 ,147 ,1 cup butterscotch chips;1/2 cup peanut butter;1/2 cup salted peanuts;2 cups chow mein noodles,3
134,Pasta Desserts,Acini di Pepe Salad,https://www.allrecipes.com/recipe/15294/acini-di-pepe-salad/,,,,Original recipe yields 8 servings,487  cals,8.9 ,98.7,6.6 ,46 ,195 ,"1 cup acini di pepe pasta;1 (20 ounce) can crushed pineapple, drained with juice reserved;1 (15 ounce) can mandarin oranges, drained with liquid reserved;1 (8 ounce) container frozen whipped topping, thawed;7 ounces miniature marshmallows;1 cup white sugar;2 eggs, beaten;1/2 teaspoon salt;3 tablespoons all-purpose flour;1 (10 ounce) jar maraschino cherries, drained (optional)",3
135,Pasta Desserts,Microwave Apple Kugel,https://www.allrecipes.com/recipe/215703/microwave-apple-kugel/,,,,,,,,,,,,0
136,Pasta Desserts,Chow Mein Noodle Cookie,https://www.allrecipes.com/recipe/9519/chow-mein-noodle-cookie/,,,,Original recipe yields 36 servings (36 cookies),125  cals,7.3 ,12.2,1.3 ,0 ,32 ,3 cups butterscotch chips;1 (5 ounce) can chow mein noodles;1 cup peanuts,2
137,Pasta Desserts,Jelly Bean Nests,https://www.allrecipes.com/recipe/19730/jelly-bean-nests/,25 m,5 m,30 m,Original recipe yields 12 servings (12 nests),143  cals,8.4 ,15.5,1.3 ,10 ,104 ,2 cups miniature marshmallows;1/4 cup butter;4 cups chow mein noodles,2
138,Pasta Desserts,Chow Mein Clusters,https://www.allrecipes.com/recipe/11275/chow-mein-clusters/,15 m,30 m,,Original recipe yields 24 servings (2 dozen),136  cals,8.2 ,12.6,1.8 ,0 ,81 ,2 cups butterscotch chips;2 cups chow mein noodles;1 cup salted peanuts,2
139,Pasta Desserts,Chocolate Spiders,https://www.allrecipes.com/recipe/23880/chocolate-spiders/,5 m,25 m,30 m,Original recipe yields 20 servings (20 spiders),172  cals,12.7 ,17.6,2.8 ,0 ,54 ,1 pound chocolate confectioners' coating;1 (8.5 ounce) package chow mein noodles,1
140,Pasta Desserts,Haystacks IV,https://www.allrecipes.com/recipe/23671/haystacks-iv/,15 m,5 m,1 h,Original recipe yields 60 servings (60 treats),94  cals,5.2 ,9.9,1.5 ,0 ,50 ,2 cups butterscotch chips;1 cup peanut butter;2 (5 ounce) cans chow mein noodles;4 cups miniature marshmallows,1
141,Pasta Desserts,Frog Eyed Salad,https://www.allrecipes.com/recipe/20567/frog-eyed-salad/,20 m,30 m,9 h,Original recipe yields 15 servings (15 cups),447  cals,7.2 ,90,5.5 ,41 ,50 ,"1 cup white sugar;3 egg yolks;2 tablespoons all-purpose flour;2 cups pineapple juice;1 tablespoon lemon juice;1 (16 ounce) package acini di pepe pasta;2 (20 ounce) cans pineapple chunks;2 (11 ounce) cans mandarin oranges, drained;3/4 cup maraschino cherries, chopped;1 (16 ounce) package miniature marshmallows;1 (12 ounce) container frozen whipped topping, thawed",4
142,Pasta Desserts,Haystacks II,https://www.allrecipes.com/recipe/9957/haystacks-ii/,,,,Original recipe yields 24 servings (2 dozen),385  cals,24.3 ,37.8,6.4 ,0 ,146 ,2 cups semisweet chocolate chips;2 cups butterscotch chips;12 ounces peanuts;5 (5 ounce) cans chow mein noodles,2
