,category,recipe-name,recipe-url,prep-time,cook-time,total-time,servings,calories,fat-g,carbs-g,protein-g,cholesterol-mg,sodium-mg,ingredients,num_steps
0,Spanish Rice,Spanish Rice Original,https://www.allrecipes.com/recipe/53224/spanish-rice-original/,20 m,55 m,1 h 15 m,Original recipe yields 6 servings,373  cals,18.5 ,45.7,8.7 ,19 ,1195 ,"1 cup chicken broth;1 cup tomato sauce;6 slices bacon;2 onions, diced;1 cup uncooked white rice;2 tomatoes, diced;2 green bell peppers, diced;1/2 teaspoon chili powder;1/2 teaspoon salt and ground black pepper;1 (10 ounce) can sliced black olives, drained (optional);1 (10 ounce) can whole kernel corn, drained (optional)",3
1,Spanish Rice,Quick and Easy Spanish Rice,https://www.allrecipes.com/recipe/220650/quick-and-easy-spanish-rice/,10 m,25 m,35 m,Original recipe yields 6 servings,241  cals,5.2 ,42.8,4.5 ,2 ,529 ,"1/4 cup chopped onion;2 cloves garlic, minced;2 tablespoons vegetable oil;3 cups uncooked instant rice (such as Minute®);2 1/4 cups chicken broth;1 cup vegetable juice (such as V8®);1 1/2 teaspoons taco seasoning",3
2,Spanish Rice,Spanish Brown Rice,https://www.allrecipes.com/recipe/230893/spanish-brown-rice/,10 m,50 m,1 h 10 m,Original recipe yields 4 servings (4 side dish servings),199  cals,1.5 ,42.2,5 ,0 ,396 ,1 cup brown rice;1 teaspoon minced garlic;2 cups water;1 cup salsa;1 cup diced tomatoes,2
3,Spanish Rice,Spanish Rice I,https://www.allrecipes.com/recipe/22718/spanish-rice-i/,5 m,15 m,20 m,Original recipe yields 4 servings,509  cals,3.8 ,108.4,10.8 ,0 ,684 ,"1 tablespoon vegetable oil;1 1/2 cups instant rice;1 onion, chopped;1 red bell pepper, chopped;1/2 green bell pepper, chopped;1 teaspoon prepared mustard;1/2 teaspoon salt;1 1/2 (14.5 ounce) cans whole peeled tomatoes;1 cup tomato juice",1
4,Spanish Rice,Easy Spanish Rice,https://www.allrecipes.com/recipe/233081/easy-spanish-rice/,10 m,25 m,35 m,Original recipe yields 8 servings,168  cals,3.7 ,30.4,2.9 ,0 ,18 ,"2 tablespoons olive oil;1 1/2 cups long-grain rice;3 cups water;2 roma (plum) tomatoes, chopped;1 cup chopped onion;3/4 cup chopped fresh cilantro, or more to taste;1 tablespoon tomato bouillon with chicken flavoring (such as Knorr®), or more to taste",2
5,Spanish Rice,Best Spanish Rice,https://www.allrecipes.com/recipe/33385/best-spanish-rice/,10 m,20 m,30 m,Original recipe yields 5 servings,286  cals,6.2 ,50.9,5.7 ,2 ,697 ,2 tablespoons oil;2 tablespoons chopped onion;1 1/2 cups uncooked white rice;2 cups chicken broth;1 cup chunky salsa,2
6,Spanish Rice,Spanish Rice II,https://www.allrecipes.com/recipe/24329/spanish-rice-ii/,10 m,30 m,40 m,Original recipe yields 4 servings,270  cals,7.6 ,45.7,4.8 ,0 ,882 ,"2 tablespoons vegetable oil;1 cup uncooked white rice;1 onion, chopped;1/2 green bell pepper, chopped;2 cups water;1 (10 ounce) can diced tomatoes and green chiles;2 teaspoons chili powder, or to taste;1 teaspoon salt",2
7,Spanish Rice,Linnie's Spanish Rice,https://www.allrecipes.com/recipe/17428/linnies-spanish-rice/,30 m,30 m,,Original recipe yields 4 servings (4 side servings),200  cals,0.5 ,44.2,5.1 ,0 ,674 ,1 cup uncooked white rice;1 teaspoon minced garlic;2 cups water;1 (16 ounce) jar salsa,1
8,Spanish Rice,Spanish Rice,https://www.allrecipes.com/recipe/16652/spanish-rice/,20 m,40 m,1 h,Original recipe yields 6 servings,269  cals,2.9 ,54.8,5.2 ,0 ,153 ,"1 tablespoon vegetable oil;2 cups uncooked long-grain white rice;1/4 onion, chopped;1 green bell pepper, chopped;salt and pepper to taste;1 (14.5 ounce) can stewed tomatoes;4 cups water",2
9,Spanish Rice,Arroz Rojo (Mexican Red Rice),https://www.allrecipes.com/recipe/221433/arroz-rojo-mexican-red-rice/,15 m,25 m,50 m,Original recipe yields 5 servings,213  cals,6 ,35.1,4.6 ,1 ,109 ,"2 Roma (plum tomatoes), cored;2 tablespoons vegetable oil;1 cup minced onion;2 cloves garlic, minced;1 cup uncooked long-grain white rice;1 3/4 cups low-sodium chicken broth;1/4 cup canned tomato sauce;1 jalapeno pepper, chopped;2 sprigs fresh cilantro;salt to taste",5
10,Spanish Rice,Easy Arroz con Gandules,https://www.allrecipes.com/recipe/14040/easy-arroz-con-gandules/,,,,Original recipe yields 12 servings,237  cals,4.9 ,42,7.1 ,0 ,400 ,"2 green bell peppers, diced;1 onion, chopped;6 cloves garlic, minced;1 bunch cilantro, finely chopped;3 tablespoons olive oil;1 (15 ounce) can tomato sauce;1 (.25 ounce) package Spanish seasoning;3 cups uncooked brown rice;2 (15 ounce) cans pigeon peas, drained;6 cups boiling water",4
11,Spanish Rice,Easy Authentic Spanish Rice,https://www.allrecipes.com/recipe/222047/easy-authentic-spanish-rice/,,,,,,,,,,,,0
12,Spanish Rice,Spicy Spanish-Style Rice ,https://www.allrecipes.com/recipe/237639/spicy-spanish-style-rice/,10 m,25 m,45 m,Original recipe yields 8 servings,194  cals,2.1 ,39.1,3.9 ,4 ,436 ,"1 tablespoon butter;2 cups uncooked long-grain white rice;1/3 cup diced jalapeno pepper;1/3 cup chopped green onion;1 clove garlic, crushed;1 teaspoon chili powder, or to taste;1 teaspoon ground cumin;1/2 teaspoon salt;1/2 teaspoon chipotle chile powder, or to taste;1/2 teaspoon cayenne pepper, or to taste (optional);2 1/4 cups chicken stock;1/2 cup tomato sauce",2
13,Spanish Rice,Better Spanish Rice,https://www.allrecipes.com/recipe/132896/better-spanish-rice/,10 m,10 m,20 m,Original recipe yields 4 servings,164  cals,3.4 ,28,3.6 ,0 ,166 ,"1 tablespoon vegetable oil;1/2 onion, chopped;1 1/4 cups uncooked instant rice;1 (14.5 ounce) can diced tomatoes;1/2 cup chopped fresh cilantro;1 cup chicken broth",2
14,Spanish Rice,Instant Pot® Mexican Rice,https://www.allrecipes.com/recipe/263330/instant-pot-mexican-rice/,10 m,20 m,35 m,Original recipe yields 4 servings,225  cals,4.1 ,41.1,5.2 ,2 ,788 ,"1 tablespoon avocado oil, or more as needed;1/2 medium onion, finely chopped;2 large cloves garlic, minced;1 cup long-grain rice;1 1/2 cups low-sodium chicken stock;1/2 cup tomato sauce;1 teaspoon salt;1/4 teaspoon ground cumin;1 pinch cayenne pepper",3
15,Spanish Rice,Brown Spanish Rice,https://www.allrecipes.com/recipe/222050/brown-spanish-rice/,10 m,1 h,1 h 10 m,Original recipe yields 4 servings,156  cals,1.3 ,32.3,4 ,2 ,1479 ,1 (14 ounce) can chicken broth;1 (15 ounce) can diced tomatoes with green chile peppers;1 teaspoon salt;1 cup brown rice,1
16,Spanish Rice,Arroz Rojo,https://www.allrecipes.com/recipe/78213/arroz-rojo/,20 m,40 m,1 h,Original recipe yields 5 servings,217  cals,6.1 ,37.2,4.2 ,5 ,504 ,"2 tablespoons lard or peanut oil;1 cup long grain white rice;2 cloves garlic, minced;1 medium onion, chopped;2 roma (plum) tomatoes, seeded and chopped;1 (8 ounce) can tomato sauce;1 1/4 cups chicken broth;2 tablespoons chili powder;1/2 teaspoon salt",1
17,Spanish Rice,Spicy American Spanish Rice,https://www.allrecipes.com/recipe/222052/spicy-american-spanish-rice/,,,,,,,,,,,,0
18,Spanish Rice,Quick Spanish Rice,https://www.allrecipes.com/recipe/239479/quick-spanish-rice/,15 m,20 m,35 m,Original recipe yields 6 servings,203  cals,6.3 ,31.4,4.1 ,15 ,607 ,"3 tablespoons butter;1 cup chopped onions;1 cup chopped green bell pepper;1/2 cup chopped celery;1 clove garlic, minced;1 (28 ounce) can diced tomatoes with juice;2 teaspoons chili powder;2 teaspoons beef bouillon granules;1/2 teaspoon salt;3 cups cooked white rice (such as Uncle Ben's®)",1
19,Spanish Rice,Maria's Spanish Rice,https://www.allrecipes.com/recipe/25268/marias-spanish-rice/,10 m,20 m,30 m,Original recipe yields 6 servings,235  cals,5 ,42.4,4.3 ,0 ,5 ,"2 tablespoons olive oil;1 large yellow onion, diced;1 clove garlic, minced;1 1/2 cups uncooked white rice;3 cups water;1 (4 ounce) jar diced pimento peppers, drained",2
20,Mexican Rice,Taco Rice,https://www.allrecipes.com/recipe/18339/taco-rice/,5 m,10 m,15 m,Original recipe yields 4 servings,459  cals,26.4 ,42.6,12.7 ,55 ,1392 ,"1 (14.5 ounce) can chicken broth;1 (8 ounce) can tomato sauce;1 (1 ounce) package taco seasoning mix;1 1/2 cups uncooked instant rice;1 (6 ounce) can black olives, drained and chopped;1 cup shredded Cheddar cheese;1 cup sour cream",3
21,Mexican Rice,Dee's Mexican Rice,https://www.allrecipes.com/recipe/16557/dees-mexican-rice/,10 m,10 m,20 m,Original recipe yields 4 servings,209  cals,4.6 ,39.6,4.8 ,0 ,296 ,"1 tablespoon vegetable oil;1 teaspoon ground turmeric;1 teaspoon garlic powder;1/2 teaspoon ground cumin;1/2 teaspoon ground coriander seed;2 teaspoons paprika;1 pinch red pepper flakes;1 pinch cayenne pepper;3 green onions;1 green bell pepper, chopped;1 cup pre-cooked corn kernels;2 small tomatoes, diced;1/4 cup ketchup;2 cups cooked rice;salt to taste",3
22,Mexican Rice,Arroz Rojo (Mexican Red Rice),https://www.allrecipes.com/recipe/221433/arroz-rojo-mexican-red-rice/,15 m,25 m,50 m,Original recipe yields 5 servings,213  cals,6 ,35.1,4.6 ,1 ,109 ,"2 Roma (plum tomatoes), cored;2 tablespoons vegetable oil;1 cup minced onion;2 cloves garlic, minced;1 cup uncooked long-grain white rice;1 3/4 cups low-sodium chicken broth;1/4 cup canned tomato sauce;1 jalapeno pepper, chopped;2 sprigs fresh cilantro;salt to taste",5
23,Mexican Rice,Mamacita's Mexican Rice,https://www.allrecipes.com/recipe/221930/mamacitas-mexican-rice/,10 m,25 m,35 m,Original recipe yields 6 servings,156  cals,2.7 ,29.6,3.2 ,0 ,34 ,"1 cup long-grain white rice;1 tablespoon vegetable oil;1 onion, minced;1 clove garlic, minced;1 1/2 cups chicken broth;1 tomato, seeded and diced;1/2 teaspoon ground cumin;1/2 teaspoon Spanish saffron;salt and ground black pepper to taste;1/4 cup frozen peas and carrots, thawed;1 sprig fresh cilantro (optional)",3
24,Mexican Rice,Colorado Mexican Rice,https://www.allrecipes.com/recipe/42112/colorado-mexican-rice/,20 m,20 m,40 m,Original recipe yields 6 servings,359  cals,18.1 ,40,8.9 ,22 ,301 ,"2 cups water;1 cup uncooked white rice;4 medium tomatoes, halved;1/2 medium onion;1 clove garlic, peeled;1/4 cup olive oil;1/2 cup fresh shelled green peas;2 carrots, chopped;1 small potato, peeled and chopped;1/2 cup sour cream;1 bunch fresh cilantro, chopped;1 serrano pepper, chopped;salt to taste;4 ounces manchego cheese",5
25,Mexican Rice,Cilantro-Lime Rice,https://www.allrecipes.com/recipe/165532/cilantro-lime-rice/,5 m,25 m,30 m,Original recipe yields 6 servings,115  cals,0.3 ,25.2,2.3 ,< 1 ,66 ,1 cup long grain white rice;2 cups water;1 teaspoon chicken bouillon granules;2 tablespoons fresh lime juice;2 tablespoons chopped fresh cilantro;salt to taste,1
26,Mexican Rice,Mexican Rice II,https://www.allrecipes.com/recipe/27072/mexican-rice-ii/,5 m,25 m,30 m,Original recipe yields 4 servings,291  cals,11 ,42.4,4.8 ,2 ,1096 ,3 tablespoons vegetable oil;1 cup uncooked long-grain rice;1 teaspoon garlic salt;1/2 teaspoon ground cumin;1/4 cup chopped onion;1/2 cup tomato sauce;2 cups chicken broth,2
27,Mexican Rice,Spanish Rice II,https://www.allrecipes.com/recipe/24329/spanish-rice-ii/,10 m,30 m,40 m,Original recipe yields 4 servings,270  cals,7.6 ,45.7,4.8 ,0 ,882 ,"2 tablespoons vegetable oil;1 cup uncooked white rice;1 onion, chopped;1/2 green bell pepper, chopped;2 cups water;1 (10 ounce) can diced tomatoes and green chiles;2 teaspoons chili powder, or to taste;1 teaspoon salt",2
28,Mexican Rice,Mexican Rice III,https://www.allrecipes.com/recipe/73303/mexican-rice-iii/,5 m,25 m,30 m,Original recipe yields 6 servings,158  cals,2.8 ,29.1,3.4 ,1 ,631 ,"1 cup long grain white rice;1 tablespoon vegetable oil;1 1/2 cups chicken broth;1/2 onion, finely chopped;1/2 green bell pepper, finely chopped;1 fresh jalapeno pepper, chopped;1 tomato, seeded and chopped;1 cube chicken bouillon;salt and pepper to taste;1/2 teaspoon ground cumin;1/2 cup chopped fresh cilantro;1 clove garlic, halved",1
29,Mexican Rice,Lime Cilantro Rice,https://www.allrecipes.com/recipe/146000/lime-cilantro-rice/,10 m,20 m,30 m,Original recipe yields 4 servings (2 cups),84  cals,3.1 ,12.7,2.4 ,8 ,28 ,2 cups water;1 tablespoon butter;1 cup long-grain white rice;1 teaspoon lime zest;2 tablespoons fresh lime juice;1/2 cup chopped cilantro,2
30,Mexican Rice,Mexican Sour Cream Rice,https://www.allrecipes.com/recipe/74856/mexican-sour-cream-rice/,20 m,30 m,50 m,Original recipe yields 6 servings,287  cals,11.4 ,36.9,9.9 ,34 ,773 ,"1 cup uncooked long grain white rice;1 (14 ounce) can chicken broth;1 cup reduced fat sour cream;1 (4 ounce) can diced green chile peppers;1 cup shredded Monterey Jack cheese, divided;1 (8.75 ounce) can whole kernel corn, drained;1/4 cup finely chopped fresh cilantro;salt and ground black pepper to taste",4
31,Mexican Rice,Maria's Mexican Rice,https://www.allrecipes.com/recipe/229279/marias-mexican-rice/,10 m,30 m,40 m,Original recipe yields 6 servings,164  cals,4.9 ,26.8,2.7 ,< 1 ,845 ,"2 tablespoons olive oil;1 cup rice;1/2 large onion, diced;1/2 tablespoon salt;1/8 teaspoon ground cumin;1/8 teaspoon ground black pepper;2 1/2 cups water;1/3 cup tomato sauce;1 tablespoon chicken bouillon (such as Knorr®);1 whole serrano chile pepper (optional)",1
32,Mexican Rice,Mexican Rice,https://www.allrecipes.com/recipe/14090/mexican-rice/,20 m,30 m,50 m,Original recipe yields 8 servings,199  cals,5.6 ,33.8,3.4 ,0 ,809 ,"3 tablespoons vegetable oil;2/3 cup diced onion;1 1/2 cups uncooked white rice;1 cup chopped green bell pepper;1 teaspoon ground cumin;1 teaspoon chili powder;1 1/2 (8 ounce) cans tomato sauce;2 teaspoons salt;1 clove garlic, minced;1/8 teaspoon powdered saffron;3 cups water",2
33,Mexican Rice,"Black Beans, Corn, and Yellow Rice",https://www.allrecipes.com/recipe/169474/black-beans-corn-and-yellow-rice/,5 m,20 m,25 m,Original recipe yields 8 servings,100  cals,4.4 ,15.1,2 ,0 ,195 ,"1 (8 ounce) package yellow rice mix;1 1/4 cups water;2 tablespoons olive oil;1 (15 ounce) can black beans, rinsed and drained;1 (15.25 ounce) can whole kernel corn, drained;2 teaspoons lime juice;1 teaspoon ground cumin",2
34,Mexican Rice,Mexican Rice I,https://www.allrecipes.com/recipe/18313/mexican-rice-i/,15 m,30 m,45 m,Original recipe yields 7 servings (6 to 8 servings),79  cals,1.2 ,15.1,1.5 ,0 ,364 ,"1 1/2 teaspoons vegetable oil;1/2 small small onion, diced;2/3 cup uncooked long-grain rice;1/2 teaspoon ground cumin;1/2 teaspoon chili powder;3 ounces canned diced tomatoes;1 teaspoon salt;1 1/2 cups water",2
35,Mexican Rice,Linnie's Spanish Rice,https://www.allrecipes.com/recipe/17428/linnies-spanish-rice/,30 m,30 m,,Original recipe yields 4 servings (4 side servings),200  cals,0.5 ,44.2,5.1 ,0 ,674 ,1 cup uncooked white rice;1 teaspoon minced garlic;2 cups water;1 (16 ounce) jar salsa,1
36,Mexican Rice,Spanish Rice,https://www.allrecipes.com/recipe/16652/spanish-rice/,20 m,40 m,1 h,Original recipe yields 6 servings,269  cals,2.9 ,54.8,5.2 ,0 ,153 ,"1 tablespoon vegetable oil;2 cups uncooked long-grain white rice;1/4 onion, chopped;1 green bell pepper, chopped;salt and pepper to taste;1 (14.5 ounce) can stewed tomatoes;4 cups water",2
37,Mexican Rice,Simple Mexican Rice,https://www.allrecipes.com/recipe/88095/simple-mexican-rice/,10 m,40 m,50 m,Original recipe yields 5 servings,218  cals,6.1 ,37.2,3.7 ,0 ,112 ,"2 tablespoons vegetable oil;1 onion, chopped;1 teaspoon minced garlic;1 teaspoon chili powder;1 tablespoon ground cumin;1 cup uncooked short-grain white rice;1 3/4 cups chicken broth;1/4 cup tomato paste",3
38,Mexican Rice,My Favorite Mexican Rice,https://www.allrecipes.com/recipe/219324/my-favorite-mexican-rice/,10 m,40 m,50 m,Original recipe yields 6 servings,294  cals,15.7 ,28.4,9.8 ,25 ,1053 ,"3 tablespoons vegetable oil;1 cup long grain white rice;2 1/2 cups chicken broth;1 (4 ounce) can tomato sauce;1 (4 ounce) can canned chopped green chiles, drained;1 small onion, minced;2 cloves garlic, minced;1 1/2 teaspoons salt;1/2 teaspoon ground cumin;1/4 teaspoon chili powder;1 1/2 cups shredded Monterey Jack cheese",1
39,Mexican Rice,Easy Authentic Mexican Rice,https://www.allrecipes.com/recipe/235734/easy-authentic-mexican-rice/,5 m,20 m,25 m,Original recipe yields 8 servings,158  cals,7.2 ,21.1,2.2 ,0 ,124 ,1/4 cup canola oil;1 tablespoon onion powder;1 tablespoon garlic powder;1 cup uncooked white rice;1 1/2 cups water;1 (6.5 ounce) can tomato sauce,2
40,Mexican Rice,G-ma's Rice,https://www.allrecipes.com/recipe/57352/g-mas-rice/,15 m,30 m,45 m,Original recipe yields 8 servings,208  cals,3.8 ,38.9,3.8 ,0 ,222 ,2 tablespoons vegetable oil;2 cups long grain white rice;1 (8 ounce) can tomato sauce;1 teaspoon minced garlic;1/4 teaspoon salt;1 teaspoon black pepper;1 teaspoon ground cumin;4 cups water,1
41,Mexican Rice,Mexican Rice Pilaf,https://www.allrecipes.com/recipe/13935/mexican-rice-pilaf/,25 m,10 m,35 m,Original recipe yields 2 servings (2 to 3 servings),590  cals,26.9 ,68.5,23.2 ,50 ,692 ,"1 tablespoon vegetable oil;1 onion, chopped;1 teaspoon minced garlic;1 1/2 cups vegetable broth;1 1/2 cups instant brown rice;2 teaspoons chili powder;1 jalapeno pepper, seeded and minced;1/2 teaspoon ground cumin;1 red bell pepper, chopped;1 large tomato, seeded and chopped;1 cup shredded Monterey Jack cheese",2
42,Mexican Rice,Easy Mexican Rice,https://www.allrecipes.com/recipe/24724/easy-mexican-rice/,5 m,1 h,1 h 20 m,Original recipe yields 4 servings,361  cals,2.1 ,72.3,12.2 ,0 ,1459 ,"1 1/2 cups uncooked brown rice;3 cups water;1 (1 ounce) package taco seasoning mix;1 (15.25 ounce) can kidney beans, drained;1 (15 ounce) can tomato sauce;1 (14.5 ounce) can diced tomatoes, drained;salt and pepper to taste;1/2 cup shredded lettuce",3
43,Mexican Rice,Mexican Tomato-Flavored Rice,https://www.allrecipes.com/recipe/241258/mexican-tomato-flavored-rice/,5 m,25 m,35 m,Original recipe yields 4 servings,240  cals,7.1 ,39.7,3.8 ,0 ,11 ,2 tablespoons vegetable oil;1 cup long-grain rice;2 1/2 cups water;1 1/2 tablespoons tomato-flavored bouillon powder (such as Knorr®);2 dashes onion powder;2 dashes garlic powder,2
44,Rice Pilaf,Creole Rice and Kidney Beans,https://www.allrecipes.com/recipe/255837/creole-rice-and-kidney-beans/,10 m,30 m,40 m,Original recipe yields 2 servings,524  cals,13.1 ,90,11.7 ,0 ,233 ,1 1/2 cups water;1 cup white rice;1/2 cup coconut milk;1/2 cup canned kidney beans;1 teaspoon dried thyme;salt to taste;3 whole cloves;1 small onion,1
45,Rice Pilaf,Rice Pilaf with Raisins and Veggies,https://www.allrecipes.com/recipe/220752/rice-pilaf-with-raisins-and-veggies/,15 m,25 m,40 m,Original recipe yields 6 servings,268  cals,5.2 ,50.5,4.8 ,2 ,702 ,"3 cups chicken broth;2 tablespoons olive oil;4 stalks celery, chopped;1/2 large onion, diced;4 green onions, white and green parts separated and sliced;3 cloves garlic, minced;1 teaspoon curry powder;1/2 teaspoon salt;1 1/2 cups uncooked white rice;1/2 cup golden raisins",5
46,Rice Pilaf,Awesome Rice Pilaf,https://www.allrecipes.com/recipe/229782/awesome-rice-pilaf/,20 m,25 m,55 m,Original recipe yields 8 servings,366  cals,5.3 ,71.1,8.3 ,11 ,380 ,"3 tablespoons butter;2 carrots, finely chopped;2 stalks celery, finely chopped;1 small red bell pepper, diced;1 small onion, finely chopped;4 cloves garlic, minced;3 cups white rice;1 (8.75 ounce) can no-salt-added sweet corn, drained;1 (15 ounce) can no-salt-added sweet peas, drained;5 1/2 cups chicken broth;1 1/2 tablespoons soy sauce;1 1/2 tablespoons Worcestershire sauce;2 teaspoons lemon pepper;2 teaspoons dried crushed parsley;4 pinches dried crushed thyme;1 pinch saffron (optional);salt and ground black pepper to taste",2
47,Rice Pilaf,Mexican Rice Pilaf,https://www.allrecipes.com/recipe/13935/mexican-rice-pilaf/,25 m,10 m,35 m,Original recipe yields 2 servings (2 to 3 servings),590  cals,26.9 ,68.5,23.2 ,50 ,692 ,"1 tablespoon vegetable oil;1 onion, chopped;1 teaspoon minced garlic;1 1/2 cups vegetable broth;1 1/2 cups instant brown rice;2 teaspoons chili powder;1 jalapeno pepper, seeded and minced;1/2 teaspoon ground cumin;1 red bell pepper, chopped;1 large tomato, seeded and chopped;1 cup shredded Monterey Jack cheese",2
48,Rice Pilaf,Home-Style Brown Rice Pilaf,https://www.allrecipes.com/recipe/14043/home-style-brown-rice-pilaf/,,,,,,,,,,,,0
49,Rice Pilaf,Easy Pilaf,https://www.allrecipes.com/recipe/60349/easy-pilaf/,10 m,40 m,50 m,Original recipe yields 6 servings,162  cals,4.1 ,27.9,2.8 ,10 ,416 ,"2 tablespoons butter;1 onion, chopped;1 cup uncooked white rice;2 cups chicken broth;1 teaspoon salt",3
50,Rice Pilaf,Multi Grain Pilaf,https://www.allrecipes.com/recipe/161968/multi-grain-pilaf/,,,,Original recipe yields 8 servings,236  cals,6.6 ,33.6,5.3 ,17 ,610 ,"4 tablespoons butter, divided;8 ounces sliced crimini mushrooms;1/2 cup finely diced onion;3/4 cup long-grain brown rice;1/2 cup wild rice;3 cups chicken broth;1 cup Holland House® White Cooking Wine;3/4 cup long-grain white rice;1/2 cup diced carrots;1/4 teaspoon dried thyme",3
51,Rice Pilaf,Tasty Spicy Rice Pilaf,https://www.allrecipes.com/recipe/230860/tasty-spicy-rice-pilaf/,20 m,15 m,35 m,Original recipe yields 4 servings,287  cals,7.2 ,49.8,6.5 ,16 ,937 ,"2 tablespoons butter;1 onion, diced;1 roasted red pepper, diced;6 mushrooms, chopped;6 cloves garlic, minced;2 cups uncooked instant rice;3 cups chicken stock;2 teaspoons red pepper flakes;1/2 teaspoon salt;1/2 teaspoon ground black pepper",1
52,Rice Pilaf,Basmati Rice Pilaf,https://www.allrecipes.com/recipe/220673/basmati-rice-pilaf/,10 m,30 m,40 m,Original recipe yields 4 servings,244  cals,6.9 ,40.4,4.1 ,8 ,279 ,1 1/2 cups chicken stock;1 tablespoon vegetable oil;1/4 cup finely diced onion;1 bay leaf;1 cup uncooked basmati rice;salt to taste;1 tablespoon unsalted butter,6
53,Rice Pilaf,Sarah's Rice Pilaf,https://www.allrecipes.com/recipe/203951/sarahs-rice-pilaf/,10 m,35 m,50 m,Original recipe yields 4 servings,244  cals,6.5 ,40,5.9 ,18 ,524 ,"2 tablespoons butter;1/2 cup orzo pasta;1/2 cup diced onion;2 cloves garlic, minced;1/2 cup uncooked white rice;2 cups chicken broth",1
54,Rice Pilaf,Asparagus Cashew Rice Pilaf,https://www.allrecipes.com/recipe/29940/asparagus-cashew-rice-pilaf/,25 m,25 m,50 m,Original recipe yields 8 servings,249  cals,10 ,35.1,5.3 ,15 ,173 ,"1/4 cup butter;2 ounces uncooked spaghetti, broken;1/4 cup minced onion;1/2 teaspoon minced garlic;1 1/4 cups uncooked jasmine rice;2 1/4 cups vegetable broth;salt and pepper to taste;1/2 pound fresh asparagus, trimmed and cut into 2 inch pieces;1/2 cup cashew halves",4
55,Rice Pilaf,Classic Rice Pilaf,https://www.allrecipes.com/recipe/228044/classic-rice-pilaf/,10 m,45 m,1 h 5 m,Original recipe yields 6 servings,312  cals,9.1 ,51.7,5 ,11 ,956 ,"2 tablespoons butter;2 tablespoons olive oil;1/2 onion, chopped;2 cups long-grain white rice;3 cups chicken stock;1 1/2 teaspoons salt;1 pinch saffron (optional);1/4 teaspoon cayenne pepper",6
56,Rice Pilaf,Spanish Rice Original,https://www.allrecipes.com/recipe/53224/spanish-rice-original/,20 m,55 m,1 h 15 m,Original recipe yields 6 servings,373  cals,18.5 ,45.7,8.7 ,19 ,1195 ,"1 cup chicken broth;1 cup tomato sauce;6 slices bacon;2 onions, diced;1 cup uncooked white rice;2 tomatoes, diced;2 green bell peppers, diced;1/2 teaspoon chili powder;1/2 teaspoon salt and ground black pepper;1 (10 ounce) can sliced black olives, drained (optional);1 (10 ounce) can whole kernel corn, drained (optional)",3
57,Rice Pilaf,Hazelnut-Mushroom Pilaf,https://www.allrecipes.com/recipe/18891/hazelnut-mushroom-pilaf/,10 m,30 m,40 m,Original recipe yields 6 servings,256  cals,14.7 ,23.9,8.1 ,21 ,584 ,1/4 cup butter;1/2 cup uncooked long-grain rice;1/4 cup uncooked orzo pasta;1/2 cup sliced fresh mushrooms;1/2 cup chopped onion;1/4 cup minced celery;2 cups chicken broth;2 tablespoons chopped fresh parsley;1/4 teaspoon dried marjoram;1/4 teaspoon ground black pepper;1/2 cup chopped toasted hazelnuts,2
58,Rice Pilaf,Cashew Raisin Rice Pilaf,https://www.allrecipes.com/recipe/20791/cashew-raisin-rice-pilaf/,15 m,30 m,45 m,Original recipe yields 12 servings,270  cals,9.5 ,41.3,6.5 ,0 ,346 ,"1/4 cup margarine;1 1/2 cups uncooked long grain white rice;1 chopped onion;1 cup chopped carrot;1 cup golden raisins;3 cups chicken broth;3/4 cup uncooked wild rice;2 cups frozen green peas;1 (4 ounce) jar diced pimento peppers, drained;1 cup cashews;1 teaspoon salt;ground black pepper to taste",3
59,Rice Pilaf,Armenian Rice Pilaf,https://www.allrecipes.com/recipe/67862/armenian-rice-pilaf/,5 m,30 m,35 m,Original recipe yields 6 servings (6 cups),535  cals,16.8 ,84.9,9.2 ,48 ,1976 ,1/2 cup butter;1 1/2 cups uncooked fine egg noodles;3 cups uncooked long grain white rice;5 (14.5 ounce) cans chicken broth;4 cubes chicken bouillon,2
60,Rice Pilaf,Onion Rice Pilaf,https://www.allrecipes.com/recipe/86003/onion-rice-pilaf/,5 m,40 m,45 m,Original recipe yields 4 servings,208  cals,3.2 ,40.3,3.4 ,8 ,21 ,"1/2 small onion, chopped;1 tablespoon butter;1 cup uncooked calrose rice, rinsed;1 1/2 cups chicken broth",2
61,Rice Pilaf,Ann's Rice Pilaf,https://www.allrecipes.com/recipe/220674/anns-rice-pilaf/,5 m,30 m,35 m,Original recipe yields 4 servings,357  cals,12.5 ,54,6.7 ,31 ,1123 ,"2 teaspoons chicken bouillon granules;2 cups water;1/4 cup butter;3/4 cup broken pieces vermicelli pasta;1 cup long grain white rice;1 teaspoon freshly ground black pepper;1/2 teaspoon salt;1/4 teaspoon Greek seasoning, or to taste",4
62,Rice Pilaf,Parmesan-Black Pepper Arborio Rice Pilaf,https://www.allrecipes.com/recipe/83751/parmesan-black-pepper-arborio-rice-pilaf/,,,,,,,,,,,,0
63,Rice Pilaf,Brazilian Rice ,https://www.allrecipes.com/recipe/254354/brazilian-rice/,15 m,25 m,40 m,Original recipe yields 2 servings,474  cals,14.2 ,77.9,7.2 ,0 ,1179 ,"2 tablespoons olive oil;1/4 onion, diced;2 cloves garlic, minced;1 cup rice;2 cups water;4 sprigs fresh cilantro;1 teaspoon salt;3 drops lemon juice",2
